season,week,roster_id,user_id,player_id,player_name,position,points,started,is_playoff
2023,1,4,736744257179770880,7525,DeVonta Smith,WR,17.7,1,0
2023,1,4,736744257179770880,BAL,Baltimore Ravens,DEF,15.75,1,0
2023,1,4,736744257179770880,1234,Russell Wilson,QB,15.68,1,0
2023,1,4,736744257179770880,1837,Jimmy Garoppolo,QB,14.1,0,0
2023,1,4,736744257179770880,2133,Davante Adams,WR,12.6,1,0
2023,1,4,736744257179770880,8151,Kenneth Walker,RB,10.7,1,0
2023,1,4,736744257179770880,5850,Josh Jacobs,RB,9.1,1,0
2023,1,4,736744257179770880,3271,Tyler Higbee,TE,7.9,1,0
2023,1,4,736744257179770880,8136,Rachaad White,RB,6.9,0,0
2023,1,4,736744257179770880,2078,Odell Beckham,WR,5.7,0,0
2023,1,4,736744257179770880,1264,Justin Tucker,K,5.0,1,0
2023,1,4,736744257179770880,1689,Adam Thielen,WR,3.2,0,0
2023,1,4,736744257179770880,9753,Zach Charbonnet,RB,1.1,0,0
2023,1,4,736744257179770880,5012,Mark Andrews,TE,0,0,0
2023,1,5,716698629934481408,3321,Tyreek Hill,WR,45.5,1,0
2023,1,5,716698629934481408,6797,Justin Herbert,QB,20.86,1,0
2023,1,5,716698629934481408,PHI,Philadelphia Eagles,DEF,17.0,1,0
2023,1,5,716698629934481408,8154,Brian Robinson,RB,13.6,0,0
2023,1,5,716698629934481408,1426,DeAndre Hopkins,WR,13.5,1,0
2023,1,5,716698629934481408,7042,Tyler Bass,K,13.0,1,0
2023,1,5,716698629934481408,4018,Joe Mixon,RB,10.3,1,0
2023,1,5,716698629934481408,7588,Javonte Williams,RB,9.7,0,0
2023,1,5,716698629934481408,6938,Cam Akers,RB,8.9,1,0
2023,1,5,716698629934481408,8137,George Pickens,WR,8.6,0,0
2023,1,5,716698629934481408,7553,Kyle Pitts,TE,6.4,1,0
2023,1,5,716698629934481408,5927,Terry McLaurin,WR,5.1,1,0
2023,1,5,716698629934481408,5870,Daniel Jones,QB,2.46,1,0
2023,1,5,716698629934481408,5001,Dalton Schultz,TE,2.4,0,0
2023,1,5,716698629934481408,8168,Skyy Moore,WR,0.4,0,0
2023,1,5,716698629934481408,9497,Jalin Hyatt,WR,0,0,0
2023,1,6,736740647758938112,6768,Tua Tagovailoa,QB,27.64,1,0
2023,1,6,736740647758938112,6794,Justin Jefferson,WR,24.5,1,0
2023,1,6,736740647758938112,4195,Jake Elliott,K,17.0,1,0
2023,1,6,736740647758938112,7090,Darnell Mooney,WR,15.3,0,0
2023,1,6,736740647758938112,8155,Breece Hall,RB,15.2,0,0
2023,1,6,736740647758938112,421,Matthew Stafford,QB,14.46,1,0
2023,1,6,736740647758938112,5892,David Montgomery,RB,13.4,1,0
2023,1,6,736740647758938112,NO,New Orleans Saints,DEF,12.25,1,0
2023,1,6,736740647758938112,6806,J.K. Dobbins,RB,11.7,1,0
2023,1,6,736740647758938112,6826,Cole Kmet,TE,9.4,0,0
2023,1,6,736740647758938112,9228,Bryce Young,QB,6.54,0,0
2023,1,6,736740647758938112,7551,Deon Jackson,RB,3.8,0,0
2023,1,6,736740647758938112,2374,Tyler Lockett,WR,3.0,1,0
2023,1,6,736740647758938112,4039,Cooper Kupp,WR,0,0,0
2023,1,6,736740647758938112,5022,Dallas Goedert,TE,0,1,0
2023,1,6,736740647758938112,6801,Tee Higgins,WR,0,1,0
2023,1,6,736740647758938112,6813,Jonathan Taylor,RB,0,0,0
2023,1,7,735974647736213504,6803,Brandon Aiyuk,WR,33.4,0,0
2023,1,7,735974647736213504,2449,Stefon Diggs,WR,26.7,1,0
2023,1,7,735974647736213504,4199,Aaron Jones,RB,26.7,1,0
2023,1,7,735974647736213504,1166,Kirk Cousins,QB,16.96,1,0
2023,1,7,735974647736213504,ATL,Atlanta Falcons,DEF,16.5,1,0
2023,1,7,735974647736213504,9758,C.J. Stroud,QB,11.18,0,0
2023,1,7,735974647736213504,8138,James Cook,RB,10.3,1,0
2023,1,7,735974647736213504,10859,Sam LaPorta,TE,8.9,0,0
2023,1,7,735974647736213504,4029,Dalvin Cook,RB,8.9,0,0
2023,1,7,735974647736213504,4666,Younghoe Koo,K,7.0,1,0
2023,1,7,735974647736213504,7828,Noah Gray,TE,6.1,1,0
2023,1,7,735974647736213504,9225,Tank Bigsby,RB,5.3,0,0
2023,1,7,735974647736213504,9488,Jaxon Smith-Njigba,WR,4.3,0,0
2023,1,7,735974647736213504,4950,Christian Kirk,WR,1.9,1,0
2023,1,7,735974647736213504,1466,Travis Kelce,TE,0,0,0
2023,1,7,735974647736213504,8112,Drake London,WR,0,1,0
2023,1,7,735974647736213504,96,Aaron Rodgers,QB,0,1,0
2023,1,8,736803054736822272,4034,Christian McCaffrey,RB,26.9,1,0
2023,1,8,736803054736822272,4981,Calvin Ridley,WR,23.6,1,0
2023,1,8,736803054736822272,5967,Tony Pollard,RB,21.2,1,0
2023,1,8,736803054736822272,4017,Deshaun Watson,QB,19.66,1,0
2023,1,8,736803054736822272,8121,Romeo Doubs,WR,18.6,0,0
2023,1,8,736803054736822272,5859,A.J. Brown,WR,14.9,1,0
2023,1,8,736803054736822272,3163,Jared Goff,QB,14.02,1,0
2023,1,8,736803054736822272,5848,Marquise Brown,WR,8.7,0,0
2023,1,8,736803054736822272,7600,Pat Freiermuth,TE,7.3,1,0
2023,1,8,736803054736822272,BUF,Buffalo Bills,DEF,7.25,1,0
2023,1,8,736803054736822272,2747,Jason Myers,K,5.0,1,0
2023,1,8,736803054736822272,2197,Brandin Cooks,WR,4.2,1,0
2023,1,8,736803054736822272,9754,Quentin Johnston,WR,2.9,0,0
2023,1,8,736803054736822272,6790,D'Andre Swift,RB,1.3,0,0
2023,1,8,736803054736822272,4985,Rashaad Penny,RB,0,0,0
2023,1,8,736803054736822272,8167,Christian Watson,WR,0,0,0
2023,1,9,710284244835979264,6804,Jordan Love,QB,22.0,0,0
2023,1,9,710284244835979264,NYJ,New York Jets,DEF,19.75,1,0
2023,1,9,710284244835979264,7547,Amon-Ra St. Brown,WR,19.1,1,0
2023,1,9,710284244835979264,4988,Nick Chubb,RB,17.2,1,0
2023,1,9,710284244835979264,8146,Garrett Wilson,WR,14.4,1,0
2023,1,9,710284244835979264,6151,Miles Sanders,RB,11.8,1,0
2023,1,9,710284244835979264,6786,CeeDee Lamb,WR,11.7,1,0
2023,1,9,710284244835979264,5844,T.J. Hockenson,TE,11.5,1,0
2023,1,9,710284244835979264,3199,Michael Thomas,WR,11.1,0,0
2023,1,9,710284244835979264,8205,Isiah Pacheco,RB,9.4,0,0
2023,1,9,710284244835979264,4984,Josh Allen,QB,8.54,1,0
2023,1,9,710284244835979264,4040,JuJu Smith-Schuster,WR,7.3,0,0
2023,1,9,710284244835979264,3294,Dak Prescott,QB,6.32,1,0
2023,1,9,710284244835979264,5890,Damien Harris,RB,3.9,0,0
2023,1,9,710284244835979264,6783,Jerry Jeudy,WR,0,0,0
2023,1,9,710284244835979264,503,Graham Gano,K,-6.0,1,0
2023,1,10,475399371639222272,4663,Austin Ekeler,RB,26.9,1,0
2023,1,10,475399371639222272,9229,Anthony Richardson,QB,20.92,1,0
2023,1,10,475399371639222272,8183,Brock Purdy,QB,15.8,0,0
2023,1,10,475399371639222272,5987,Alexander Mattison,RB,13.4,1,0
2023,1,10,475399371639222272,5045,Courtland Sutton,WR,13.2,0,0
2023,1,10,475399371639222272,5119,Jason Sanders,K,13.0,1,0
2023,1,10,475399371639222272,7526,Jaylen Waddle,WR,11.8,1,0
2023,1,10,475399371639222272,NE,New England Patriots,DEF,10.25,1,0
2023,1,10,475399371639222272,4037,Chris Godwin,WR,10.1,1,0
2023,1,10,475399371639222272,8119,Jahan Dotson,WR,9.0,0,0
2023,1,10,475399371639222272,9221,Jahmyr Gibbs,RB,8.0,1,0
2023,1,10,475399371639222272,6853,Van Jefferson,WR,6.4,0,0
2023,1,10,475399371639222272,4149,Jamaal Williams,RB,6.2,0,0
2023,1,10,475399371639222272,4881,Lamar Jackson,QB,5.56,1,0
2023,1,10,475399371639222272,6943,Gabe Davis,WR,5.2,0,0
2023,1,10,475399371639222272,4217,George Kittle,TE,4.9,1,0
2023,2,1,608781531883859968,1479,Keenan Allen,WR,31.6,1,0
2023,2,1,608781531883859968,7569,Nico Collins,WR,28.1,0,0
2023,2,1,608781531883859968,4866,Saquon Barkley,RB,27.2,1,0
2023,2,1,608781531883859968,4983,DJ Moore,WR,16.9,1,0
2023,2,1,608781531883859968,7611,Rhamondre Stevenson,RB,15.0,1,0
2023,2,1,608781531883859968,7591,Justin Fields,QB,12.74,1,0
2023,2,1,608781531883859968,7523,Trevor Lawrence,QB,8.24,1,0
2023,2,1,608781531883859968,7596,Elijah Moore,WR,7.1,0,0
2023,2,1,608781531883859968,4033,David Njoku,TE,6.8,1,0
2023,2,1,608781531883859968,10235,Roschon Johnson,RB,6.2,0,0
2023,2,1,608781531883859968,4227,Harrison Butker,K,5.0,1,0
2023,2,1,608781531883859968,9481,Luke Musgrave,TE,4.5,0,0
2023,2,1,608781531883859968,7045,Joshua Kelley,RB,3.9,1,0
2023,2,1,608781531883859968,4035,Alvin Kamara,RB,0,0,0
2023,2,1,608781531883859968,5849,Kyler Murray,QB,0,0,0
2023,2,1,608781531883859968,5937,Diontae Johnson,WR,0,0,0
2023,2,1,608781531883859968,NYG,New York Giants,DEF,-1.0,1,0
2023,2,2,736077599457026048,2216,Mike Evans,WR,29.6,0,0
2023,2,2,736077599457026048,6904,Jalen Hurts,QB,26.22,1,0
2023,2,2,736077599457026048,1373,Geno Smith,QB,23.62,1,0
2023,2,2,736077599457026048,9509,Bijan Robinson,RB,21.7,1,0
2023,2,2,736077599457026048,8162,Sam Howell,QB,20.76,0,0
2023,2,2,736077599457026048,3198,Derrick Henry,RB,18.5,1,0
2023,2,2,736077599457026048,9756,Jordan Addison,WR,17.7,0,0
2023,2,2,736077599457026048,DAL,Dallas Cowboys,DEF,17.25,1,0
2023,2,2,736077599457026048,4068,Mike Williams,WR,16.6,1,0
2023,2,2,736077599457026048,8144,Chris Olave,WR,14.6,1,0
2023,2,2,736077599457026048,2505,Darren Waller,TE,13.6,1,0
2023,2,2,736077599457026048,5846,DK Metcalf,WR,13.5,1,0
2023,2,2,736077599457026048,7608,Khalil Herbert,RB,6.8,0,0
2023,2,2,736077599457026048,8129,Dameon Pierce,RB,5.5,0,0
2023,2,2,736077599457026048,4147,Samaje Perine,RB,5.4,0,0
2023,2,2,736077599457026048,5095,Daniel Carlson,K,5.0,1,0
2023,2,3,737091087440674816,5872,Deebo Samuel,WR,21.1,1,0
2023,2,3,737091087440674816,4137,James Conner,RB,17.1,1,0
2023,2,3,737091087440674816,2309,Amari Cooper,WR,16.0,0,0
2023,2,3,737091087440674816,6770,Joe Burrow,QB,15.88,1,0
2023,2,3,737091087440674816,4066,Evan Engram,TE,11.7,1,0
2023,2,3,737091087440674816,8160,Kenny Pickett,QB,11.28,0,0
2023,2,3,737091087440674816,9997,Zay Flowers,WR,10.8,0,0
2023,2,3,737091087440674816,10236,Dalton Kincaid,TE,9.3,0,0
2023,2,3,737091087440674816,7564,Ja'Marr Chase,WR,8.1,1,0
2023,2,3,737091087440674816,6828,AJ Dillon,RB,7.3,1,0
2023,2,3,737091087440674816,2028,Derek Carr,QB,6.72,1,0
2023,2,3,737091087440674816,7543,Travis Etienne,RB,6.2,1,0
2023,2,3,737091087440674816,7839,Evan McPherson,K,6.0,1,0
2023,2,3,737091087440674816,7528,Najee Harris,RB,5.3,0,0
2023,2,3,737091087440674816,SF,San Francisco 49ers,DEF,5.25,1,0
2023,2,3,737091087440674816,8132,Tyler Allgeier,RB,4.8,0,0
2023,2,4,736744257179770880,1234,Russell Wilson,QB,27.92,1,0
2023,2,4,736744257179770880,7525,DeVonta Smith,WR,25.1,1,0
2023,2,4,736744257179770880,4046,Patrick Mahomes,QB,21.7,1,0
2023,2,4,736744257179770880,8136,Rachaad White,RB,21.3,0,0
2023,2,4,736744257179770880,1689,Adam Thielen,WR,20.4,0,0
2023,2,4,736744257179770880,2133,Davante Adams,WR,20.4,1,0
2023,2,4,736744257179770880,8151,Kenneth Walker,RB,18.4,1,0
2023,2,4,736744257179770880,5012,Mark Andrews,TE,15.5,1,0
2023,2,4,736744257179770880,6819,Michael Pittman,WR,12.6,1,0
2023,2,4,736744257179770880,5850,Josh Jacobs,RB,9.9,1,0
2023,2,4,736744257179770880,1264,Justin Tucker,K,9.0,1,0
2023,2,4,736744257179770880,1837,Jimmy Garoppolo,QB,7.5,0,0
2023,2,4,736744257179770880,BAL,Baltimore Ravens,DEF,6.25,1,0
2023,2,4,736744257179770880,2078,Odell Beckham,WR,5.9,0,0
2023,2,4,736744257179770880,9753,Zach Charbonnet,RB,5.0,0,0
2023,2,4,736744257179770880,3271,Tyler Higbee,TE,4.2,0,0
2023,2,5,716698629934481408,5870,Daniel Jones,QB,31.24,1,0
2023,2,5,716698629934481408,8154,Brian Robinson,RB,28.9,0,0
2023,2,5,716698629934481408,8150,Kyren Williams,RB,28.0,0,0
2023,2,5,716698629934481408,8137,George Pickens,WR,24.7,1,0
2023,2,5,716698629934481408,6797,Justin Herbert,QB,22.7,1,0
2023,2,5,716698629934481408,5927,Terry McLaurin,WR,16.4,0,0
2023,2,5,716698629934481408,8168,Skyy Moore,WR,16.0,0,0
2023,2,5,716698629934481408,3321,Tyreek Hill,WR,15.0,1,0
2023,2,5,716698629934481408,4018,Joe Mixon,RB,13.5,1,0
2023,2,5,716698629934481408,PHI,Philadelphia Eagles,DEF,8.5,1,0
2023,2,5,716698629934481408,1426,DeAndre Hopkins,WR,8.0,1,0
2023,2,5,716698629934481408,7042,Tyler Bass,K,8.0,1,0
2023,2,5,716698629934481408,7588,Javonte Williams,RB,7.8,1,0
2023,2,5,716698629934481408,4973,Hayden Hurst,TE,5.0,0,0
2023,2,5,716698629934481408,7553,Kyle Pitts,TE,3.5,1,0
2023,2,5,716698629934481408,6938,Cam Akers,RB,0,0,0
2023,2,6,736740647758938112,6801,Tee Higgins,WR,28.9,1,0
2023,2,6,736740647758938112,2374,Tyler Lockett,WR,25.9,0,0
2023,2,6,736740647758938112,6794,Justin Jefferson,WR,25.4,1,0
2023,2,6,736740647758938112,421,Matthew Stafford,QB,14.48,1,0
2023,2,6,736740647758938112,9228,Bryce Young,QB,13.52,0,0
2023,2,6,736740647758938112,5892,David Montgomery,RB,12.4,1,0
2023,2,6,736740647758938112,6768,Tua Tagovailoa,QB,10.26,1,0
2023,2,6,736740647758938112,4195,Jake Elliott,K,10.0,1,0
2023,2,6,736740647758938112,NO,New Orleans Saints,DEF,9.5,1,0
2023,2,6,736740647758938112,5022,Dallas Goedert,TE,8.2,1,0
2023,2,6,736740647758938112,6826,Cole Kmet,TE,7.8,0,0
2023,2,6,736740647758938112,8155,Breece Hall,RB,0.9,1,0
2023,2,6,736740647758938112,4029,Dalvin Cook,RB,0.2,0,0
2023,2,6,736740647758938112,4039,Cooper Kupp,WR,0,0,0
2023,2,6,736740647758938112,4080,Zay Jones,WR,0,0,0
2023,2,6,736740647758938112,6813,Jonathan Taylor,RB,0,0,0
2023,2,6,736740647758938112,7090,Darnell Mooney,WR,0,1,0
2023,2,7,735974647736213504,9493,Puka Nacua,WR,30.6,1,0
2023,2,7,735974647736213504,1166,Kirk Cousins,QB,30.06,0,0
2023,2,7,735974647736213504,2749,Raheem Mostert,RB,26.7,1,0
2023,2,7,735974647736213504,4950,Christian Kirk,WR,22.46,0,0
2023,2,7,735974647736213504,8138,James Cook,RB,20.4,1,0
2023,2,7,735974647736213504,8112,Drake London,WR,18.7,0,0
2023,2,7,735974647736213504,7527,Mac Jones,QB,14.24,1,0
2023,2,7,735974647736213504,8183,Brock Purdy,QB,13.74,1,0
2023,2,7,735974647736213504,2449,Stefon Diggs,WR,13.6,1,0
2023,2,7,735974647736213504,1466,Travis Kelce,TE,12.6,1,0
2023,2,7,735974647736213504,5248,Gus Edwards,RB,12.2,0,0
2023,2,7,735974647736213504,10859,Sam LaPorta,TE,11.3,0,0
2023,2,7,735974647736213504,6083,Matt Gay,K,8.0,1,0
2023,2,7,735974647736213504,6803,Brandon Aiyuk,WR,7.3,1,0
2023,2,7,735974647736213504,4199,Aaron Jones,RB,0,0,0
2023,2,7,735974647736213504,9225,Tank Bigsby,RB,0,0,0
2023,2,7,735974647736213504,DEN,Denver Broncos,DEF,0,1,0
2023,2,8,736803054736822272,6790,D'Andre Swift,RB,27.6,0,0
2023,2,8,736803054736822272,3163,Jared Goff,QB,23.42,1,0
2023,2,8,736803054736822272,4034,Christian McCaffrey,RB,23.0,1,0
2023,2,8,736803054736822272,5967,Tony Pollard,RB,19.9,1,0
2023,2,8,736803054736822272,BUF,Buffalo Bills,DEF,12.0,1,0
2023,2,8,736803054736822272,4017,Deshaun Watson,QB,11.6,1,0
2023,2,8,736803054736822272,4454,Kendrick Bourne,WR,6.9,0,0
2023,2,8,736803054736822272,5859,A.J. Brown,WR,6.9,1,0
2023,2,8,736803054736822272,4981,Calvin Ridley,WR,5.2,1,0
2023,2,8,736803054736822272,8121,Romeo Doubs,WR,5.0,1,0
2023,2,8,736803054736822272,2747,Jason Myers,K,2.0,1,0
2023,2,8,736803054736822272,9754,Quentin Johnston,WR,1.7,0,0
2023,2,8,736803054736822272,7600,Pat Freiermuth,TE,1.2,1,0
2023,2,8,736803054736822272,2197,Brandin Cooks,WR,0,0,0
2023,2,8,736803054736822272,7567,Kenny Gainwell,RB,0,0,0
2023,2,8,736803054736822272,8167,Christian Watson,WR,0,0,0
2023,2,9,710284244835979264,5844,T.J. Hockenson,TE,25.6,1,0
2023,2,9,710284244835979264,6786,CeeDee Lamb,WR,24.8,1,0
2023,2,9,710284244835979264,4984,Josh Allen,QB,24.16,1,0
2023,2,9,710284244835979264,6804,Jordan Love,QB,20.34,0,0
2023,2,9,710284244835979264,3294,Dak Prescott,QB,20.1,1,0
2023,2,9,710284244835979264,8146,Garrett Wilson,WR,17.8,1,0
2023,2,9,710284244835979264,7547,Amon-Ra St. Brown,WR,14.7,1,0
2023,2,9,710284244835979264,3199,Michael Thomas,WR,12.5,0,0
2023,2,9,710284244835979264,5995,Justice Hill,RB,8.3,0,0
2023,2,9,710284244835979264,8205,Isiah Pacheco,RB,8.0,0,0
2023,2,9,710284244835979264,4040,JuJu Smith-Schuster,WR,7.8,0,0
2023,2,9,710284244835979264,6151,Miles Sanders,RB,7.7,1,0
2023,2,9,710284244835979264,503,Graham Gano,K,7.0,1,0
2023,2,9,710284244835979264,4988,Nick Chubb,RB,6.4,1,0
2023,2,9,710284244835979264,6783,Jerry Jeudy,WR,5.5,0,0
2023,2,9,710284244835979264,NYJ,New York Jets,DEF,0.75,1,0
2023,2,10,475399371639222272,4881,Lamar Jackson,QB,22.88,1,0
2023,2,10,475399371639222272,6943,Gabe Davis,WR,21.2,0,0
2023,2,10,475399371639222272,9758,C.J. Stroud,QB,20.96,0,0
2023,2,10,475399371639222272,6845,Zack Moss,RB,20.7,0,0
2023,2,10,475399371639222272,9229,Anthony Richardson,QB,17.74,1,0
2023,2,10,475399371639222272,9221,Jahmyr Gibbs,RB,12.6,1,0
2023,2,10,475399371639222272,7526,Jaylen Waddle,WR,12.4,1,0
2023,2,10,475399371639222272,5045,Courtland Sutton,WR,11.6,0,0
2023,2,10,475399371639222272,4037,Chris Godwin,WR,10.8,1,0
2023,2,10,475399371639222272,9488,Jaxon Smith-Njigba,WR,8.4,0,0
2023,2,10,475399371639222272,4217,George Kittle,TE,6.0,1,0
2023,2,10,475399371639222272,NE,New England Patriots,DEF,5.25,1,0
2023,2,10,475399371639222272,8119,Jahan Dotson,WR,5.2,0,0
2023,2,10,475399371639222272,5987,Alexander Mattison,RB,4.9,1,0
2023,2,10,475399371639222272,4149,Jamaal Williams,RB,2.9,1,0
2023,2,10,475399371639222272,5119,Jason Sanders,K,1.0,1,0
2023,2,10,475399371639222272,4663,Austin Ekeler,RB,0,0,0
2023,3,1,608781531883859968,1479,Keenan Allen,WR,45.46,1,0
2023,3,1,608781531883859968,5848,Marquise Brown,WR,17.1,0,0
2023,3,1,608781531883859968,7523,Trevor Lawrence,QB,14.86,1,0
2023,3,1,608781531883859968,4983,DJ Moore,WR,13.1,1,0
2023,3,1,608781531883859968,7600,Pat Freiermuth,TE,13.1,1,0
2023,3,1,608781531883859968,10937,Jake Moody,K,12.0,1,0
2023,3,1,608781531883859968,PIT,Pittsburgh Steelers,DEF,12.0,0,0
2023,3,1,608781531883859968,7596,Elijah Moore,WR,11.8,0,0
2023,3,1,608781531883859968,7591,Justin Fields,QB,10.66,1,0
2023,3,1,608781531883859968,7611,Rhamondre Stevenson,RB,7.2,1,0
2023,3,1,608781531883859968,4033,David Njoku,TE,6.0,0,0
2023,3,1,608781531883859968,7569,Nico Collins,WR,5.4,1,0
2023,3,1,608781531883859968,7045,Joshua Kelley,RB,2.7,1,0
2023,3,1,608781531883859968,4035,Alvin Kamara,RB,0,0,0
2023,3,1,608781531883859968,4866,Saquon Barkley,RB,0,0,0
2023,3,1,608781531883859968,5849,Kyler Murray,QB,0,0,0
2023,3,1,608781531883859968,JAX,Jacksonville Jaguars,DEF,-3.5,1,0
2023,3,2,736077599457026048,4068,Mike Williams,WR,26.1,1,0
2023,3,2,736077599457026048,6904,Jalen Hurts,QB,19.88,1,0
2023,3,2,736077599457026048,8144,Chris Olave,WR,18.9,1,0
2023,3,2,736077599457026048,5846,DK Metcalf,WR,17.7,0,0
2023,3,2,736077599457026048,2216,Mike Evans,WR,17.0,1,0
2023,3,2,736077599457026048,1373,Geno Smith,QB,15.44,1,0
2023,3,2,736077599457026048,8129,Dameon Pierce,RB,14.9,0,0
2023,3,2,736077599457026048,9756,Jordan Addison,WR,11.2,0,0
2023,3,2,736077599457026048,9509,Bijan Robinson,RB,10.0,1,0
2023,3,2,736077599457026048,8228,Jaylen Warren,RB,8.2,0,0
2023,3,2,736077599457026048,2505,Darren Waller,TE,5.0,1,0
2023,3,2,736077599457026048,7608,Khalil Herbert,RB,3.5,0,0
2023,3,2,736077599457026048,3198,Derrick Henry,RB,2.0,1,0
2023,3,2,736077599457026048,8259,Cameron Dicker,K,2.0,1,0
2023,3,2,736077599457026048,8162,Sam Howell,QB,0.6,0,0
2023,3,2,736077599457026048,DAL,Dallas Cowboys,DEF,-2.0,1,0
2023,3,3,737091087440674816,7564,Ja'Marr Chase,WR,26.6,1,0
2023,3,3,737091087440674816,2309,Amari Cooper,WR,25.6,1,0
2023,3,3,737091087440674816,5872,Deebo Samuel,WR,25.6,1,0
2023,3,3,737091087440674816,4137,James Conner,RB,19.6,1,0
2023,3,3,737091087440674816,8160,Kenny Pickett,QB,19.5,1,0
2023,3,3,737091087440674816,7543,Travis Etienne,RB,17.8,1,0
2023,3,3,737091087440674816,7839,Evan McPherson,K,17.0,1,0
2023,3,3,737091087440674816,4066,Evan Engram,TE,13.7,1,0
2023,3,3,737091087440674816,9997,Zay Flowers,WR,13.0,0,0
2023,3,3,737091087440674816,SF,San Francisco 49ers,DEF,12.0,1,0
2023,3,3,737091087440674816,6770,Joe Burrow,QB,8.66,0,0
2023,3,3,737091087440674816,2028,Derek Carr,QB,8.12,1,0
2023,3,3,737091087440674816,7528,Najee Harris,RB,6.5,0,0
2023,3,3,737091087440674816,8132,Tyler Allgeier,RB,4.9,0,0
2023,3,3,737091087440674816,6828,AJ Dillon,RB,3.3,0,0
2023,3,3,737091087440674816,10236,Dalton Kincaid,TE,2.3,0,0
2023,3,4,736744257179770880,2133,Davante Adams,WR,42.7,1,0
2023,3,4,736744257179770880,1689,Adam Thielen,WR,32.0,0,0
2023,3,4,736744257179770880,8151,Kenneth Walker,RB,30.6,1,0
2023,3,4,736744257179770880,4046,Patrick Mahomes,QB,25.68,1,0
2023,3,4,736744257179770880,8143,Jerome Ford,RB,19.1,0,0
