season,round,pick_in_round,overall_pick,draft_slot,slot_owner_roster_id,roster_id,traded_pick,user_id,manager,team_name,player_id,player_name,position,nfl_team,years_exp,is_keeper
2021,7,1,61,1,5,5,0,716698629934481408,kaufmannc,Cleveland Steamers,4983,D.J. Moore,WR,CAR,3,False
2021,7,2,62,2,1,1,0,608781531883859968,bgreenblatt,Ellis is a homo,7564,Ja'Marr Chase,WR,CIN,0,False
2021,7,3,63,3,2,2,0,736077599457026048,Erjohnson14,Ben choked ,24,Matt Ryan,QB,ATL,13,False
2021,7,4,64,4,3,3,0,737091087440674816,MaxSirianni,Brad can you Diggs it?,4892,Baker Mayfield,QB,CLE,3,False
2021,7,5,65,5,4,4,0,736744257179770880,jdrobny,Kareem in her Hunt,4098,Kareem Hunt,RB,CLE,4,False
2021,7,6,66,6,10,10,0,475399371639222272,cc5597,No Punt Intended,5248,Gus Edwards,RB,BAL,3,False
2021,7,7,67,7,8,8,0,736803054736822272,TylerWicks,Opted Out,333,Ryan Fitzpatrick,QB,WAS,16,False
2021,7,8,68,8,9,9,0,710284244835979264,brockhusk,Mike White GOAT,5916,Darrell Henderson,RB,LAR,2,False
2021,7,9,69,9,6,6,0,736740647758938112,JSanDusky69,2 Girls 1 Kupp,5980,Myles Gaskin,RB,MIA,2,False
2021,7,10,70,10,7,7,0,735974647736213504,KingTowsk,The Toilet Bowl Champ,5937,Diontae Johnson,WR,PIT,2,False
2021,8,10,71,10,7,7,0,735974647736213504,KingTowsk,The Toilet Bowl Champ,6803,Brandon Aiyuk,WR,SF,1,False
2021,8,9,72,9,6,6,0,736740647758938112,JSanDusky69,2 Girls 1 Kupp,4040,JuJu Smith-Schuster,WR,PIT,4,False
2021,8,8,73,8,9,9,0,710284244835979264,brockhusk,Mike White GOAT,2431,Mike Davis,RB,ATL,6,False
2021,8,7,74,7,8,8,0,736803054736822272,TylerWicks,Opted Out,2374,Tyler Lockett,WR,SEA,6,False
2021,8,6,75,6,10,10,0,475399371639222272,cc5597,No Punt Intended,6801,Tee Higgins,WR,CIN,1,False
2021,8,5,76,5,4,4,0,736744257179770880,jdrobny,Kareem in her Hunt,6886,Chase Claypool,WR,PIT,1,False
2021,8,4,77,4,3,3,0,737091087440674816,MaxSirianni,Brad can you Diggs it?,7525,DeVonta Smith,WR,PHI,0,False
2021,8,3,78,3,2,2,0,736077599457026048,Erjohnson14,Ben choked ,7588,Javonte Williams,RB,DEN,0,False
2021,8,2,79,2,1,1,0,608781531883859968,bgreenblatt,Ellis is a homo,7593,Trey Sermon,RB,SF,0,False
2021,8,1,80,1,5,5,0,716698629934481408,kaufmannc,Cleveland Steamers,1166,Kirk Cousins,QB,MIN,9,False
2021,9,1,81,1,5,5,0,716698629934481408,kaufmannc,Cleveland Steamers,5857,Noah Fant,TE,DEN,2,False
2021,9,2,82,2,1,1,0,608781531883859968,bgreenblatt,Ellis is a homo,6783,Jerry Jeudy,WR,DEN,1,False
2021,9,3,83,3,2,2,0,736077599457026048,Erjohnson14,Ben choked ,2749,Raheem Mostert,RB,SF,6,False
2021,9,4,84,4,3,3,0,737091087440674816,MaxSirianni,Brad can you Diggs it?,5000,Chase Edmonds,RB,ARI,3,False
2021,9,5,85,5,4,4,0,736744257179770880,jdrobny,Kareem in her Hunt,7591,Justin Fields,QB,CHI,0,False
2021,9,6,86,6,10,10,0,475399371639222272,cc5597,No Punt Intended,6768,Tua Tagovailoa,QB,MIA,1,False
2021,9,7,87,7,8,8,0,736803054736822272,TylerWicks,Opted Out,5890,Damien Harris,RB,NE,2,False
2021,9,8,88,8,9,9,0,710284244835979264,brockhusk,Mike White GOAT,3423,Robby Anderson,WR,CAR,5,False
2021,9,9,89,9,6,6,0,736740647758938112,JSanDusky69,2 Girls 1 Kupp,2078,Odell Beckham,WR,CLE,7,False
2021,9,10,90,10,7,7,0,735974647736213504,KingTowsk,The Toilet Bowl Champ,3199,Michael Thomas,WR,NO,5,False
2021,10,10,91,10,7,7,0,735974647736213504,KingTowsk,The Toilet Bowl Champ,7526,Jaylen Waddle,WR,MIA,0,False
2021,10,9,92,9,6,6,0,736740647758938112,JSanDusky69,2 Girls 1 Kupp,2320,Melvin Gordon,RB,DEN,6,False
2021,10,8,93,8,9,9,0,710284244835979264,brockhusk,Mike White GOAT,7538,Zach Wilson,QB,NYJ,0,False
2021,10,7,94,7,8,8,0,736803054736822272,TylerWicks,Opted Out,4131,Kenny Golladay,WR,NYG,4,False
2021,10,6,95,6,10,10,0,475399371639222272,cc5597,No Punt Intended,5045,Courtland Sutton,WR,DEN,3,False
2021,10,5,96,5,4,4,0,736744257179770880,jdrobny,Kareem in her Hunt,5022,Dallas Goedert,TE,PHI,3,False
2021,10,4,97,4,3,3,0,737091087440674816,MaxSirianni,Brad can you Diggs it?,6814,Laviska Shenault,WR,JAX,1,False
2021,10,3,98,3,2,2,0,736077599457026048,Erjohnson14,Ben choked ,5872,Deebo Samuel,WR,SF,2,False
2021,10,2,99,2,1,1,0,608781531883859968,bgreenblatt,Ellis is a homo,7610,Trey Lance,QB,SF,0,False
2021,10,1,100,1,5,5,0,716698629934481408,kaufmannc,Cleveland Steamers,4951,D.J. Chark,WR,JAX,3,False
2021,11,1,101,1,5,5,0,716698629934481408,kaufmannc,Cleveland Steamers,7607,Michael Carter,RB,NYJ,0,False
2021,11,2,102,2,1,1,0,608781531883859968,bgreenblatt,Ellis is a homo,536,Antonio Brown,WR,TB,11,False
2021,11,3,103,3,2,2,0,736077599457026048,Erjohnson14,Ben choked ,6819,Michael Pittman,WR,IND,1,False
2021,11,4,104,4,3,3,0,737091087440674816,MaxSirianni,Brad can you Diggs it?,2251,Logan Thomas,TE,WAS,7,False
2021,11,5,105,5,4,4,0,736744257179770880,jdrobny,Kareem in her Hunt,2197,Brandin Cooks,WR,HOU,7,False
2021,11,6,106,6,10,10,0,475399371639222272,cc5597,No Punt Intended,4602,Robert Tonyan,TE,GB,4,False
2021,11,7,107,7,8,8,0,736803054736822272,TylerWicks,Opted Out,4993,Mike Gesicki,TE,MIA,3,False
2021,11,8,108,8,9,9,0,710284244835979264,brockhusk,Mike White GOAT,3271,Tyler Higbee,TE,LAR,5,False
2021,11,9,109,9,6,6,0,736740647758938112,JSanDusky69,2 Girls 1 Kupp,515,Rob Gronkowski,TE,TB,11,False
2021,11,10,110,10,7,7,0,735974647736213504,KingTowsk,The Toilet Bowl Champ,6828,A.J. Dillon,RB,GB,1,False
2021,12,10,111,10,7,7,0,735974647736213504,KingTowsk,The Toilet Bowl Champ,2306,Jameis Winston,QB,NO,6,False
2021,12,9,112,9,6,6,0,736740647758938112,JSanDusky69,2 Girls 1 Kupp,LAR,Los Angeles Rams,DEF,LAR,,False
2021,12,8,113,8,9,9,0,710284244835979264,brockhusk,Mike White GOAT,5052,Ronald Jones,RB,TB,3,False
2021,12,7,114,7,8,8,0,736803054736822272,TylerWicks,Opted Out,TB,Tampa Bay Buccaneers,DEF,TB,,False
2021,12,6,115,6,10,10,0,475399371639222272,cc5597,No Punt Intended,4137,James Conner,RB,ARI,4,False
2021,12,5,116,5,4,4,0,736744257179770880,jdrobny,Kareem in her Hunt,1825,Jarvis Landry,WR,CLE,7,False
2021,12,4,117,4,3,3,0,737091087440674816,MaxSirianni,Brad can you Diggs it?,WAS,Washington Football Team,DEF,WAS,,False
2021,12,3,118,3,2,2,0,736077599457026048,Erjohnson14,Ben choked ,5870,Daniel Jones,QB,NYG,2,False
2021,12,2,119,2,1,1,0,608781531883859968,bgreenblatt,Ellis is a homo,3969,Leonard Fournette,RB,TB,4,False
2021,12,1,120,1,5,5,0,716698629934481408,kaufmannc,Cleveland Steamers,6989,Marquez Callaway,WR,NO,1,False
2021,13,1,121,1,5,5,0,716698629934481408,kaufmannc,Cleveland Steamers,BUF,Buffalo Bills,DEF,BUF,,False
2021,13,2,122,2,1,1,0,608781531883859968,bgreenblatt,Ellis is a homo,3157,Will Fuller,WR,MIA,5,False
2021,13,3,123,3,2,2,0,736077599457026048,Erjohnson14,Ben choked ,3225,Tyler Boyd,WR,CIN,5,False
2021,13,4,124,4,3,3,0,737091087440674816,MaxSirianni,Brad can you Diggs it?,4068,Mike Williams,WR,LAC,4,False
2021,13,5,125,5,4,4,0,736744257179770880,jdrobny,Kareem in her Hunt,1264,Justin Tucker,K,BAL,9,False
2021,13,6,126,6,10,10,0,475399371639222272,cc5597,No Punt Intended,6845,Zack Moss,RB,BUF,1,False
2021,13,7,127,7,8,8,0,736803054736822272,TylerWicks,Opted Out,4036,Corey Davis,WR,NYJ,4,False
2021,13,8,128,8,9,9,0,710284244835979264,brockhusk,Mike White GOAT,5038,Michael Gallup,WR,DAL,3,False
2021,13,9,129,9,6,6,0,736740647758938112,JSanDusky69,2 Girls 1 Kupp,3161,Carson Wentz,QB,IND,5,False
2021,13,10,130,10,7,7,0,735974647736213504,KingTowsk,The Toilet Bowl Champ,2391,David Johnson,RB,HOU,6,False
2021,14,10,131,10,7,7,0,735974647736213504,KingTowsk,The Toilet Bowl Champ,PIT,Pittsburgh Steelers,DEF,PIT,,False
2021,14,9,132,9,6,6,0,736740647758938112,JSanDusky69,2 Girls 1 Kupp,3242,Kenyan Drake,RB,LV,5,False
2021,14,8,133,8,9,9,0,710284244835979264,brockhusk,Mike White GOAT,BAL,Baltimore Ravens,DEF,BAL,,False
2021,14,7,134,7,8,8,0,736803054736822272,TylerWicks,Opted Out,2028,Derek Carr,QB,LV,7,False
2021,14,6,135,6,10,10,0,475399371639222272,cc5597,No Punt Intended,4144,Jonnu Smith,TE,NE,4,False
2021,14,5,136,5,4,4,0,736744257179770880,jdrobny,Kareem in her Hunt,IND,Indianapolis Colts,DEF,IND,,False
2021,14,4,137,4,3,3,0,737091087440674816,MaxSirianni,Brad can you Diggs it?,4666,Younghoe Koo,K,ATL,4,False
2021,14,3,138,3,2,2,0,736077599457026048,Erjohnson14,Ben choked ,367,Jared Cook,TE,LAC,12,False
2021,14,2,139,2,1,1,0,608781531883859968,bgreenblatt,Ellis is a homo,7596,Elijah Moore,WR,NYJ,0,False
2021,14,1,140,1,5,5,0,716698629934481408,kaufmannc,Cleveland Steamers,6789,Henry Ruggs,WR,LV,1,False
2021,15,1,141,1,5,5,0,716698629934481408,kaufmannc,Cleveland Steamers,7527,Mac Jones,QB,NE,0,False
2021,15,2,142,2,1,1,0,608781531883859968,bgreenblatt,Ellis is a homo,SF,San Francisco 49ers,DEF,SF,,False
2021,15,3,143,3,2,2,0,736077599457026048,Erjohnson14,Ben choked ,4962,Sony Michel,RB,LAR,3,False
2021,15,4,144,4,3,3,0,737091087440674816,MaxSirianni,Brad can you Diggs it?,2319,DeVante Parker,WR,MIA,6,False
2021,15,5,145,5,4,4,0,736744257179770880,jdrobny,Kareem in her Hunt,6130,Devin Singletary,RB,BUF,2,False
2021,15,6,146,6,10,10,0,475399371639222272,cc5597,No Punt Intended,7090,Darnell Mooney,WR,CHI,1,False
2021,15,7,147,7,8,8,0,736803054736822272,TylerWicks,Opted Out,3664,J.D. McKissic,RB,WAS,5,False
2021,15,8,148,8,9,9,0,710284244835979264,brockhusk,Mike White GOAT,5110,Russell Gage,WR,ATL,3,False
2021,15,9,149,9,6,6,0,736740647758938112,JSanDusky69,2 Girls 1 Kupp,830,A.J. Green,WR,ARI,10,False
2021,15,10,150,10,7,7,0,735974647736213504,KingTowsk,The Toilet Bowl Champ,4082,Curtis Samuel,WR,WAS,4,False
2021,16,10,151,10,7,7,0,735974647736213504,KingTowsk,The Toilet Bowl Champ,7594,Chuba Hubbard,RB,CAR,0,False
2021,16,9,152,9,6,6,0,736740647758938112,JSanDusky69,2 Girls 1 Kupp,4227,Harrison Butker,K,KC,4,False
2021,16,8,153,8,9,9,0,710284244835979264,brockhusk,Mike White GOAT,138,Ben Roethlisberger,QB,PIT,17,False
2021,16,7,154,7,8,8,0,736803054736822272,TylerWicks,Opted Out,5848,Marquise Brown,WR,BAL,2,False
2021,16,6,155,6,10,10,0,475399371639222272,cc5597,No Punt Intended,5917,Mecole Hardman,WR,KC,2,False
2021,16,5,156,5,4,4,0,736744257179770880,jdrobny,Kareem in her Hunt,5347,Nyheim Hines,RB,IND,3,False
2021,16,4,157,4,3,3,0,737091087440674816,MaxSirianni,Brad can you Diggs it?,3163,Jared Goff,QB,DET,5,False
2021,16,3,158,3,2,2,0,736077599457026048,Erjohnson14,Ben choked ,4149,Jamaal Williams,RB,DET,4,False
2021,16,2,159,2,1,1,0,608781531883859968,bgreenblatt,Ellis is a homo,7042,Tyler Bass,K,BUF,1,False
2021,16,1,160,1,5,5,0,716698629934481408,kaufmannc,Cleveland Steamers,3214,Hunter Henry,TE,NE,5,False
2021,17,1,161,1,5,5,0,716698629934481408,kaufmannc,Cleveland Steamers,7062,Rodrigo Blankenship,K,IND,1,False
2021,17,2,162,2,1,1,0,608781531883859968,bgreenblatt,Ellis is a homo,6938,Cam Akers,RB,LAR,1,False
2021,17,3,163,3,2,2,0,736077599457026048,Erjohnson14,Ben choked ,DEN,Denver Broncos,DEF,DEN,,False
2021,17,4,164,4,3,3,0,737091087440674816,MaxSirianni,Brad can you Diggs it?,5967,Tony Pollard,RB,DAL,2,False
2021,17,5,165,5,4,4,0,736744257179770880,jdrobny,Kareem in her Hunt,6826,Cole Kmet,TE,CHI,1,False
2021,17,6,166,6,10,10,0,475399371639222272,cc5597,No Punt Intended,CLE,Cleveland Browns,DEF,CLE,,False
2021,17,7,167,7,8,8,0,736803054736822272,TylerWicks,Opted Out,5086,Marquez Valdes-Scantling,WR,GB,3,False
2021,17,8,168,8,9,9,0,710284244835979264,brockhusk,Mike White GOAT,5119,Jason Sanders,K,MIA,3,False
2021,17,9,169,9,6,6,0,736740647758938112,JSanDusky69,2 Girls 1 Kupp,1067,Marvin Jones,WR,JAX,9,False
2021,17,10,170,10,7,7,0,735974647736213504,KingTowsk,The Toilet Bowl Champ,5095,Daniel Carlson,K,LV,3,False
2021,18,10,171,10,7,7,0,735974647736213504,KingTowsk,The Toilet Bowl Champ,4066,Evan Engram,TE,NYG,4,False
2021,18,9,172,9,6,6,0,736740647758938112,JSanDusky69,2 Girls 1 Kupp,1339,Zach Ertz,TE,PHI,8,False
2021,18,8,173,8,9,9,0,710284244835979264,brockhusk,Mike White GOAT,7547,Amon-Ra St. Brown,WR,DET,0,False
2021,18,7,174,7,8,8,0,736803054736822272,TylerWicks,Opted Out,59,Mason Crosby,K,GB,14,False
2021,18,6,175,6,10,10,0,475399371639222272,cc5597,No Punt Intended,391,Ryan Succop,K,TB,12,False
2021,18,5,176,5,4,4,0,736744257179770880,jdrobny,Kareem in her Hunt,5170,Phillip Lindsay,RB,HOU,3,False
2021,18,4,177,4,3,3,0,737091087440674816,MaxSirianni,Brad can you Diggs it?,7571,Rashod Bateman,WR,BAL,0,False
2021,18,3,178,3,2,2,0,736077599457026048,Erjohnson14,Ben choked ,1266,Greg Zuerlein,K,DAL,9,False
2021,18,2,179,2,1,1,0,608781531883859968,bgreenblatt,Ellis is a homo,4089,Gerald Everett,TE,SEA,4,False
2021,18,1,180,1,5,5,0,716698629934481408,kaufmannc,Cleveland Steamers,1144,Cole Beasley,WR,BUF,9,False
