season,round,pick_in_round,overall_pick,draft_slot,slot_owner_roster_id,roster_id,traded_pick,user_id,manager,team_name,player_id,player_name,position,nfl_team,years_exp,is_keeper
2023,3,2,22,2,4,4,0,736744257179770880,jdrobny,B2B,5012,Mark Andrews,TE,BAL,5,False
2023,3,3,23,3,9,9,0,710284244835979264,brockhusk,Toss My Saleh’d,6786,CeeDee Lamb,WR,DAL,3,False
2023,3,4,24,4,8,8,0,736803054736822272,TylerWicks,Christian Mingle,4017,Deshaun Watson,QB,CLE,6,False
2023,3,5,25,5,6,6,0,736740647758938112,JSanDusky69,Tua Girls One Kupp,6813,Jonathan Taylor,RB,IND,3,False
2023,3,6,26,6,10,10,0,475399371639222272,cc5597,Bill Ninerkingz,7526,Jaylen Waddle,WR,MIA,2,False
2023,3,7,27,7,7,7,0,735974647736213504,KingTowsk,Leeroy Jenkins,1166,Kirk Cousins,QB,MIN,11,False
2023,3,8,28,8,1,1,0,608781531883859968,bgreenblatt,Taylor Park Boys,1479,Keenan Allen,WR,LAC,10,False
2023,3,9,29,9,5,5,0,716698629934481408,kaufmannc,London Has Fallen,5870,Daniel Jones,QB,NYG,4,False
2023,3,10,30,10,3,3,0,737091087440674816,MaxSirianni,I hate Joe Burrow,7528,Najee Harris,RB,PIT,2,False
2023,4,10,31,10,3,3,0,737091087440674816,MaxSirianni,I hate Joe Burrow,7543,Travis Etienne,RB,JAX,2,False
2023,4,9,32,9,5,5,0,716698629934481408,kaufmannc,London Has Fallen,4018,Joe Mixon,RB,CIN,6,False
2023,4,8,33,8,1,1,0,608781531883859968,bgreenblatt,Taylor Park Boys,7611,Rhamondre Stevenson,RB,NE,2,False
2023,4,7,34,7,7,7,0,735974647736213504,KingTowsk,Leeroy Jenkins,96,Aaron Rodgers,QB,NYJ,18,False
2023,4,6,35,6,10,10,0,475399371639222272,cc5597,Bill Ninerkingz,9221,Jahmyr Gibbs,RB,DET,0,False
2023,4,5,36,5,6,6,0,736740647758938112,JSanDusky69,Tua Girls One Kupp,8155,Breece Hall,RB,NYJ,1,False
2023,4,4,37,4,8,8,0,736803054736822272,TylerWicks,Christian Mingle,4981,Calvin Ridley,WR,JAX,5,False
2023,4,3,38,3,9,9,0,710284244835979264,brockhusk,Toss My Saleh’d,3294,Dak Prescott,QB,DAL,7,False
2023,4,2,39,2,4,4,0,736744257179770880,jdrobny,B2B,7525,DeVonta Smith,WR,PHI,2,False
2023,4,1,40,1,2,2,0,736077599457026048,Erjohnson14,Johnson’s Lil Johnson,1373,Geno Smith,QB,SEA,10,False
2023,5,1,41,1,2,2,0,736077599457026048,Erjohnson14,Johnson’s Lil Johnson,5846,DK Metcalf,WR,SEA,4,False
2023,5,2,42,2,4,4,0,736744257179770880,jdrobny,B2B,8151,Kenneth Walker,RB,SEA,1,False
2023,5,3,43,3,9,9,0,710284244835979264,brockhusk,Toss My Saleh’d,5844,T.J. Hockenson,TE,MIN,4,False
2023,5,4,44,4,8,8,0,736803054736822272,TylerWicks,Christian Mingle,3163,Jared Goff,QB,DET,7,False
2023,5,5,45,5,6,6,0,736740647758938112,JSanDusky69,Tua Girls One Kupp,6801,Tee Higgins,WR,CIN,3,False
2023,5,6,46,6,10,10,0,475399371639222272,cc5597,Bill Ninerkingz,9229,Anthony Richardson,QB,IND,0,False
2023,5,7,47,7,7,7,0,735974647736213504,KingTowsk,Leeroy Jenkins,4199,Aaron Jones,RB,GB,6,False
2023,5,8,48,8,1,1,0,608781531883859968,bgreenblatt,Taylor Park Boys,4983,DJ Moore,WR,CHI,5,False
2023,5,9,49,9,5,5,0,716698629934481408,kaufmannc,London Has Fallen,6938,Cam Akers,RB,LAR,3,False
2023,5,10,50,10,3,3,0,737091087440674816,MaxSirianni,I hate Joe Burrow,5872,Deebo Samuel,WR,SF,4,False
2023,6,10,51,10,3,3,0,737091087440674816,MaxSirianni,I hate Joe Burrow,4137,James Conner,RB,ARI,6,False
2023,6,9,52,9,5,5,0,716698629934481408,kaufmannc,London Has Fallen,5927,Terry McLaurin,WR,WAS,4,False
2023,6,8,53,8,1,1,0,608781531883859968,bgreenblatt,Taylor Park Boys,7523,Trevor Lawrence,QB,JAX,2,True
2023,6,7,54,7,7,7,0,735974647736213504,KingTowsk,Leeroy Jenkins,8112,Drake London,WR,ATL,1,False
2023,6,6,55,6,10,10,0,475399371639222272,cc5597,Bill Ninerkingz,4217,George Kittle,TE,SF,6,False
2023,6,5,56,5,6,6,0,736740647758938112,JSanDusky69,Tua Girls One Kupp,6768,Tua Tagovailoa,QB,MIA,3,True
2023,6,4,57,4,8,8,0,736803054736822272,TylerWicks,Christian Mingle,6790,D'Andre Swift,RB,PHI,3,False
2023,6,3,58,3,9,9,0,710284244835979264,brockhusk,Toss My Saleh’d,6151,Miles Sanders,RB,CAR,4,False
2023,6,2,59,2,4,4,0,736744257179770880,jdrobny,B2B,5850,Josh Jacobs,RB,LV,4,True
2023,6,1,60,1,2,2,0,736077599457026048,Erjohnson14,Johnson’s Lil Johnson,2505,Darren Waller,TE,NYG,8,False
2023,7,1,61,1,2,2,0,736077599457026048,Erjohnson14,Johnson’s Lil Johnson,4068,Mike Williams,WR,LAC,6,False
2023,7,2,62,2,4,4,0,736744257179770880,jdrobny,B2B,6819,Michael Pittman,WR,IND,3,False
2023,7,3,63,3,9,9,0,710284244835979264,brockhusk,Toss My Saleh’d,7547,Amon-Ra St. Brown,WR,DET,2,True
2023,7,4,64,4,8,8,0,736803054736822272,TylerWicks,Christian Mingle,8167,Christian Watson,WR,GB,1,False
2023,7,5,65,5,6,6,0,736740647758938112,JSanDusky69,Tua Girls One Kupp,5022,Dallas Goedert,TE,PHI,5,False
2023,7,6,66,6,10,10,0,475399371639222272,cc5597,Bill Ninerkingz,4037,Chris Godwin,WR,TB,6,False
2023,7,7,67,7,7,7,0,735974647736213504,KingTowsk,Leeroy Jenkins,9488,Jaxon Smith-Njigba,WR,SEA,0,False
2023,7,8,68,8,1,1,0,608781531883859968,bgreenblatt,Taylor Park Boys,4035,Alvin Kamara,RB,NO,6,False
2023,7,9,69,9,5,5,0,716698629934481408,kaufmannc,London Has Fallen,7553,Kyle Pitts,TE,ATL,2,False
2023,7,10,70,10,3,3,0,737091087440674816,MaxSirianni,I hate Joe Burrow,2309,Amari Cooper,WR,CLE,8,True
2023,8,10,71,10,3,3,0,737091087440674816,MaxSirianni,I hate Joe Burrow,4066,Evan Engram,TE,JAX,6,False
2023,8,9,72,9,5,5,0,716698629934481408,kaufmannc,London Has Fallen,1426,DeAndre Hopkins,WR,TEN,10,True
2023,8,8,73,8,1,1,0,608781531883859968,bgreenblatt,Taylor Park Boys,5937,Diontae Johnson,WR,PIT,4,False
2023,8,7,74,7,7,7,0,735974647736213504,KingTowsk,Leeroy Jenkins,4029,Dalvin Cook,RB,NYJ,6,False
2023,8,6,75,6,10,10,0,475399371639222272,cc5597,Bill Ninerkingz,5987,Alexander Mattison,RB,MIN,4,False
2023,8,5,76,5,6,6,0,736740647758938112,JSanDusky69,Tua Girls One Kupp,6806,J.K. Dobbins,RB,BAL,3,False
2023,8,4,77,4,8,8,0,736803054736822272,TylerWicks,Christian Mingle,5967,Tony Pollard,RB,DAL,4,True
2023,8,3,78,3,9,9,0,710284244835979264,brockhusk,Toss My Saleh’d,6783,Jerry Jeudy,WR,DEN,3,False
2023,8,2,79,2,4,4,0,736744257179770880,jdrobny,B2B,8136,Rachaad White,RB,TB,1,False
2023,8,1,80,1,2,2,0,736077599457026048,Erjohnson14,Johnson’s Lil Johnson,2216,Mike Evans,WR,TB,9,False
2023,9,1,81,1,2,2,0,736077599457026048,Erjohnson14,Johnson’s Lil Johnson,9756,Jordan Addison,WR,MIN,0,False
2023,9,2,82,2,4,4,0,736744257179770880,jdrobny,B2B,1234,Russell Wilson,QB,DEN,11,False
2023,9,3,83,3,9,9,0,710284244835979264,brockhusk,Toss My Saleh’d,8205,Isiah Pacheco,RB,KC,1,False
2023,9,4,84,4,8,8,0,736803054736822272,TylerWicks,Christian Mingle,5848,Marquise Brown,WR,ARI,4,False
2023,9,5,85,5,6,6,0,736740647758938112,JSanDusky69,Tua Girls One Kupp,5892,David Montgomery,RB,DET,4,False
2023,9,6,86,6,10,10,0,475399371639222272,cc5597,Bill Ninerkingz,8119,Jahan Dotson,WR,WAS,1,False
2023,9,7,87,7,7,7,0,735974647736213504,KingTowsk,Leeroy Jenkins,8138,James Cook,RB,BUF,1,False
2023,9,8,88,8,1,1,0,608781531883859968,bgreenblatt,Taylor Park Boys,5849,Kyler Murray,QB,ARI,4,False
2023,9,9,89,9,5,5,0,716698629934481408,kaufmannc,London Has Fallen,7588,Javonte Williams,RB,DEN,2,False
2023,9,10,90,10,3,3,0,737091087440674816,MaxSirianni,I hate Joe Burrow,2028,Derek Carr,QB,NO,9,False
2023,10,10,91,10,3,3,0,737091087440674816,MaxSirianni,I hate Joe Burrow,9997,Zay Flowers,WR,BAL,0,False
2023,10,9,92,9,5,5,0,716698629934481408,kaufmannc,London Has Fallen,8168,Skyy Moore,WR,KC,1,False
2023,10,8,93,8,1,1,0,608781531883859968,bgreenblatt,Taylor Park Boys,4033,David Njoku,TE,CLE,6,False
2023,10,7,94,7,7,7,0,735974647736213504,KingTowsk,Leeroy Jenkins,4950,Christian Kirk,WR,JAX,5,True
2023,10,6,95,6,10,10,0,475399371639222272,cc5597,Bill Ninerkingz,8183,Brock Purdy,QB,SF,1,False
2023,10,5,96,5,6,6,0,736740647758938112,JSanDusky69,Tua Girls One Kupp,9228,Bryce Young,QB,CAR,0,False
2023,10,4,97,4,8,8,0,736803054736822272,TylerWicks,Christian Mingle,2197,Brandin Cooks,WR,DAL,9,False
2023,10,3,98,3,9,9,0,710284244835979264,brockhusk,Toss My Saleh’d,6804,Jordan Love,QB,GB,3,False
2023,10,2,99,2,4,4,0,736744257179770880,jdrobny,B2B,9753,Zach Charbonnet,RB,SEA,0,False
2023,10,1,100,1,2,2,0,736077599457026048,Erjohnson14,Johnson’s Lil Johnson,7608,Khalil Herbert,RB,CHI,2,False
2023,11,1,101,1,2,2,0,736077599457026048,Erjohnson14,Johnson’s Lil Johnson,8129,Dameon Pierce,RB,HOU,1,True
2023,11,2,102,2,4,4,0,736744257179770880,jdrobny,B2B,1264,Justin Tucker,K,BAL,11,False
2023,11,3,103,3,9,9,0,710284244835979264,brockhusk,Toss My Saleh’d,3199,Michael Thomas,WR,NO,7,False
2023,11,4,104,4,8,8,0,736803054736822272,TylerWicks,Christian Mingle,7600,Pat Freiermuth,TE,PIT,2,False
2023,11,5,105,5,6,6,0,736740647758938112,JSanDusky69,Tua Girls One Kupp,421,Matthew Stafford,QB,LAR,14,False
2023,11,6,106,6,10,10,0,475399371639222272,cc5597,Bill Ninerkingz,6943,Gabe Davis,WR,BUF,3,False
2023,11,7,107,7,7,7,0,735974647736213504,KingTowsk,Leeroy Jenkins,6803,Brandon Aiyuk,WR,SF,3,True
2023,11,8,108,8,1,1,0,608781531883859968,bgreenblatt,Taylor Park Boys,6945,Antonio Gibson,RB,WAS,3,False
2023,11,9,109,9,5,5,0,716698629934481408,kaufmannc,London Has Fallen,8154,Brian Robinson,RB,WAS,1,False
2023,11,10,110,10,3,3,0,737091087440674816,MaxSirianni,I hate Joe Burrow,6828,AJ Dillon,RB,GB,3,False
2023,12,10,111,10,3,3,0,737091087440674816,MaxSirianni,I hate Joe Burrow,10236,Dalton Kincaid,TE,BUF,0,False
2023,12,9,112,9,5,5,0,716698629934481408,kaufmannc,London Has Fallen,8137,George Pickens,WR,PIT,1,True
2023,12,8,113,8,1,1,0,608781531883859968,bgreenblatt,Taylor Park Boys,8135,Treylon Burks,WR,TEN,1,False
2023,12,7,114,7,7,7,0,735974647736213504,KingTowsk,Leeroy Jenkins,9758,C.J. Stroud,QB,HOU,0,False
2023,12,6,115,6,10,10,0,475399371639222272,cc5597,Bill Ninerkingz,4149,Jamaal Williams,RB,NO,6,False
2023,12,5,116,5,6,6,0,736740647758938112,JSanDusky69,Tua Girls One Kupp,6826,Cole Kmet,TE,CHI,3,False
2023,12,4,117,4,8,8,0,736803054736822272,TylerWicks,Christian Mingle,4985,Rashaad Penny,RB,PHI,5,False
2023,12,3,118,3,9,9,0,710284244835979264,brockhusk,Toss My Saleh’d,4040,JuJu Smith-Schuster,WR,NE,6,False
2023,12,2,119,2,4,4,0,736744257179770880,jdrobny,B2B,2078,Odell Beckham,WR,BAL,9,False
2023,12,1,120,1,2,2,0,736077599457026048,Erjohnson14,Johnson’s Lil Johnson,8144,Chris Olave,WR,NO,1,True
2023,13,1,121,1,2,2,0,736077599457026048,Erjohnson14,Johnson’s Lil Johnson,4147,Samaje Perine,RB,DEN,6,False
2023,13,2,122,2,4,4,0,736744257179770880,jdrobny,B2B,5185,Allen Lazard,WR,NYJ,5,False
2023,13,3,123,3,9,9,0,710284244835979264,brockhusk,Toss My Saleh’d,8146,Garrett Wilson,WR,NYJ,1,True
2023,13,4,124,4,8,8,0,736803054736822272,TylerWicks,Christian Mingle,9754,Quentin Johnston,WR,LAC,0,False
2023,13,5,125,5,6,6,0,736740647758938112,JSanDusky69,Tua Girls One Kupp,7090,Darnell Mooney,WR,CHI,3,False
2023,13,6,126,6,10,10,0,475399371639222272,cc5597,Bill Ninerkingz,5045,Courtland Sutton,WR,DEN,5,False
2023,13,7,127,7,7,7,0,735974647736213504,KingTowsk,Leeroy Jenkins,9225,Tank Bigsby,RB,JAX,0,False
2023,13,8,128,8,1,1,0,608781531883859968,bgreenblatt,Taylor Park Boys,7596,Elijah Moore,WR,CLE,2,False
2023,13,9,129,9,5,5,0,716698629934481408,kaufmannc,London Has Fallen,5001,Dalton Schultz,TE,HOU,5,False
2023,13,10,130,10,3,3,0,737091087440674816,MaxSirianni,I hate Joe Burrow,7839,Evan McPherson,K,CIN,2,False
2023,14,10,131,10,3,3,0,737091087440674816,MaxSirianni,I hate Joe Burrow,SF,San Francisco 49ers,DEF,SF,,False
2023,14,9,132,9,5,5,0,716698629934481408,kaufmannc,London Has Fallen,PHI,Philadelphia Eagles,DEF,PHI,,False
2023,14,8,133,8,1,1,0,608781531883859968,bgreenblatt,Taylor Park Boys,4227,Harrison Butker,K,KC,6,False
2023,14,7,134,7,7,7,0,735974647736213504,KingTowsk,Leeroy Jenkins,10859,Sam LaPorta,TE,DET,0,False
2023,14,6,135,6,10,10,0,475399371639222272,cc5597,Bill Ninerkingz,7606,Kadarius Toney,WR,KC,2,False
2023,14,5,136,5,6,6,0,736740647758938112,JSanDusky69,Tua Girls One Kupp,2374,Tyler Lockett,WR,SEA,8,True
2023,14,4,137,4,8,8,0,736803054736822272,TylerWicks,Christian Mingle,BUF,Buffalo Bills,DEF,BUF,,False
2023,14,3,138,3,9,9,0,710284244835979264,brockhusk,Toss My Saleh’d,5890,Damien Harris,RB,BUF,4,False
2023,14,2,139,2,4,4,0,736744257179770880,jdrobny,B2B,1689,Adam Thielen,WR,CAR,10,False
2023,14,1,140,1,2,2,0,736077599457026048,Erjohnson14,Johnson’s Lil Johnson,DAL,Dallas Cowboys,DEF,DAL,,False
2023,15,1,141,1,2,2,0,736077599457026048,Erjohnson14,Johnson’s Lil Johnson,5095,Daniel Carlson,K,LV,5,False
2023,15,2,142,2,4,4,0,736744257179770880,jdrobny,B2B,BAL,Baltimore Ravens,DEF,BAL,,False
2023,15,3,143,3,9,9,0,710284244835979264,brockhusk,Toss My Saleh’d,NYJ,New York Jets,DEF,NYJ,,False
2023,15,4,144,4,8,8,0,736803054736822272,TylerWicks,Christian Mingle,8121,Romeo Doubs,WR,GB,1,True
2023,15,5,145,5,6,6,0,736740647758938112,JSanDusky69,Tua Girls One Kupp,MIA,Miami Dolphins,DEF,MIA,,False
2023,15,6,146,6,10,10,0,475399371639222272,cc5597,Bill Ninerkingz,NE,New England Patriots,DEF,NE,,False
2023,15,7,147,7,7,7,0,735974647736213504,KingTowsk,Leeroy Jenkins,PIT,Pittsburgh Steelers,DEF,PIT,,False
2023,15,8,148,8,1,1,0,608781531883859968,bgreenblatt,Taylor Park Boys,9482,Michael Mayer,TE,LV,0,False
2023,15,9,149,9,5,5,0,716698629934481408,kaufmannc,London Has Fallen,7042,Tyler Bass,K,BUF,3,False
2023,15,10,150,10,3,3,0,737091087440674816,MaxSirianni,I hate Joe Burrow,8132,Tyler Allgeier,RB,ATL,1,False
2023,16,10,151,10,3,3,0,737091087440674816,MaxSirianni,I hate Joe Burrow,8160,Kenny Pickett,QB,PIT,1,True
2023,16,9,152,9,5,5,0,716698629934481408,kaufmannc,London Has Fallen,9497,Jalin Hyatt,WR,NYG,0,False
2023,16,8,153,8,1,1,0,608781531883859968,bgreenblatt,Taylor Park Boys,8148,Jameson Williams,WR,DET,1,True
2023,16,7,154,7,7,7,0,735974647736213504,KingTowsk,Leeroy Jenkins,4666,Younghoe Koo,K,ATL,6,False
2023,16,6,155,6,10,10,0,475399371639222272,cc5597,Bill Ninerkingz,6853,Van Jefferson,WR,LAR,3,False
2023,16,5,156,5,6,6,0,736740647758938112,JSanDusky69,Tua Girls One Kupp,4195,Jake Elliott,K,PHI,6,False
2023,16,4,157,4,8,8,0,736803054736822272,TylerWicks,Christian Mingle,3225,Tyler Boyd,WR,CIN,7,False
2023,16,3,158,3,9,9,0,710284244835979264,brockhusk,Toss My Saleh’d,503,Graham Gano,K,NYG,14,False
2023,16,2,159,2,4,4,0,736744257179770880,jdrobny,B2B,1837,Jimmy Garoppolo,QB,LV,9,True
2023,16,1,160,1,2,2,0,736077599457026048,Erjohnson14,Johnson’s Lil Johnson,8162,Sam Howell,QB,WAS,1,False
