season,player_id,player_name,position,weeks_rostered,points_regular,points_total,points_started,weeks_started
2023,827,Tyrod Taylor,QB,2,0.0,35.94,16.68,1
2023,3271,Tyler Higbee,TE,4,35.6,35.6,7.9,1
2023,9486,Dontayvion Wicks,WR,3,0.0,35.0,0.0,0
2023,7600,Pat Freiermuth,TE,5,34.3,34.3,27.5,4
2023,10937,Jake Moody,K,7,27.0,34.0,34.0,7
2023,4464,Nick Mullens,QB,2,0.0,33.16,15.54,1
2023,4381,Taysom Hill,TE,5,33.02,33.02,20.62,1
2023,7538,Zach Wilson,QB,5,33.02,32.06,5.6,2
2023,8676,Rashid Shaheed,WR,4,12.6,31.5,7.4,1
2023,6828,AJ Dillon,RB,5,30.9,30.9,7.3,1
2023,4234,Noah Brown,WR,8,0.0,30.8,0.0,0
2023,8148,Jameson Williams,WR,7,30.0,30.0,0.0,0
2023,5095,Daniel Carlson,K,5,30.0,30.0,28.0,4
2023,4080,Zay Jones,WR,6,7.9,29.5,0.0,0
2023,8139,Zamir White,RB,2,0.0,29.2,0.0,0
2023,3214,Hunter Henry,TE,7,29.1,29.1,18.6,5
2023,CHI,Chicago Bears,DEF,4,8.75,28.0,28.0,4
2023,LAR,Los Angeles Rams,DEF,4,12.5,27.25,3.5,1
2023,1433,Brandon McManus,K,4,27.0,27.0,27.0,4
2023,8168,Skyy Moore,WR,4,26.5,26.5,0.0,0
2023,7562,Tutu Atwell,WR,3,26.4,26.4,17.5,2
2023,5001,Dalton Schultz,TE,6,25.9,25.9,11.1,1
2023,7527,Mac Jones,QB,2,25.34,25.34,25.34,2
2023,5916,Darrell Henderson,RB,2,25.1,25.1,0.0,0
2023,11439,Jaleel McLaughlin,RB,2,24.1,24.1,0.0,0
2023,4988,Nick Chubb,RB,6,23.6,23.6,23.6,2
2023,MIN,Minnesota Vikings,DEF,2,23.5,23.5,23.5,2
2023,9224,Chase Brown,RB,4,0.0,22.6,0.0,0
2023,2078,Odell Beckham,WR,5,18.0,20.4,0.0,0
2023,4040,JuJu Smith-Schuster,WR,4,19.0,19.0,0.0,0
2023,DEN,Denver Broncos,DEF,5,0.0,19.0,23.5,4
2023,6820,Clyde Edwards-Helaire,RB,4,8.8,18.6,0.0,0
2023,4029,Dalvin Cook,RB,4,17.8,17.8,0.0,0
2023,SEA,Seattle Seahawks,DEF,2,17.75,17.75,17.75,2
2023,4147,Samaje Perine,RB,2,17.2,17.2,0.0,0
2023,10862,Dorian Thompson-Robinson,QB,2,17.06,17.06,0.0,0
2023,7567,Kenny Gainwell,RB,5,17.0,17.0,0.0,0
2023,6938,Cam Akers,RB,4,16.0,16.0,8.9,1
2023,4958,Brett Maher,K,3,16.0,16.0,16.0,3
2023,1339,Zach Ertz,TE,3,15.8,15.8,2.6,1
2023,7090,Darnell Mooney,WR,3,15.3,15.3,0.0,1
2023,DET,Detroit Lions,DEF,3,14.25,14.25,14.25,3
2023,GB,Green Bay Packers,DEF,4,11.25,14.0,7.25,3
2023,11292,Tommy DeVito,QB,4,0.0,13.94,0.0,0
2023,TB,Tampa Bay Buccaneers,DEF,1,13.5,13.5,13.5,1
2023,10235,Roschon Johnson,RB,6,13.1,13.1,0.0,0
2023,7045,Joshua Kelley,RB,3,13.1,13.1,6.6,2
2023,5854,Drew Lock,QB,3,0.0,12.12,0.0,0
2023,3451,Ka'imi Fairbairn,K,1,12.0,12.0,12.0,1
2023,10232,Michael Wilson,WR,2,12.0,12.0,0.0,0
2023,6806,J.K. Dobbins,RB,1,11.7,11.7,11.7,1
2023,11199,Emari Demercado,RB,2,11.6,11.6,2.7,1
2023,TEN,Tennessee Titans,DEF,2,11.25,11.25,11.25,2
2023,8221,Keaontay Ingram,RB,3,9.7,9.7,0.0,0
2023,7568,Brevin Jordan,TE,1,9.4,9.4,9.4,1
2023,4149,Jamaal Williams,RB,2,9.1,9.1,2.9,1
2023,5995,Justice Hill,RB,2,8.3,8.3,0.0,0
2023,4171,Josh Reynolds,WR,1,8.0,8.0,0.0,0
2023,4454,Kendrick Bourne,WR,1,6.9,6.9,0.0,0
2023,5046,Royce Freeman,RB,1,6.6,6.6,6.6,1
2023,6853,Van Jefferson,WR,1,6.4,6.4,0.0,0
2023,7828,Noah Gray,TE,1,6.1,6.1,6.1,1
2023,9481,Luke Musgrave,TE,2,5.6,5.6,1.1,1
2023,9225,Tank Bigsby,RB,2,5.3,5.3,0.0,0
2023,4973,Hayden Hurst,TE,1,5.0,5.0,0.0,0
2023,8135,Treylon Burks,WR,1,4.7,4.7,0.0,0
2023,5890,Damien Harris,RB,1,3.9,3.9,0.0,0
2023,7551,Deon Jackson,RB,1,3.8,3.8,0.0,0
2023,6659,Craig Reynolds,RB,1,3.5,3.5,3.5,1
2023,4455,Matt Breida,RB,1,3.4,3.4,3.4,1
2023,9482,Michael Mayer,TE,2,3.3,3.3,0.0,0
2023,4082,Curtis Samuel,WR,1,0.0,3.0,0.0,0
2023,2359,Ameer Abdullah,RB,1,2.5,2.5,2.5,1
2023,5284,Jeff Wilson,RB,2,1.4,1.4,1.4,1
2023,503,Graham Gano,K,2,1.0,1.0,1.0,2
2023,9497,Jalin Hyatt,WR,1,0.0,0.0,0.0,0
2023,96,Aaron Rodgers,QB,1,0.0,0.0,0.0,1
2023,4985,Rashaad Penny,RB,1,0.0,0.0,0.0,0
2023,3969,Leonard Fournette,RB,3,0.0,0.0,0.0,0
2023,5127,Kyle Allen,QB,1,0.0,0.0,0.0,0
2023,8111,Cade Otton,TE,1,0.0,0.0,0.0,1
2023,2307,Marcus Mariota,QB,1,0.0,0.0,0.0,0
2023,515,Rob Gronkowski,TE,3,0.0,0.0,0.0,0
2023,559,Tim Tebow,TE,2,0.0,0.0,0.0,0
2023,184,Adrian Peterson,RB,1,0.0,0.0,0.0,0
2023,9231,Jaren Hall,QB,2,0.0,-0.92,-0.92,1
2023,NYG,New York Giants,DEF,1,-1.0,-1.0,-1.0,1
