season,roster_id,manager,team_name,player_id,player_name,position,nfl_team,slot
2023,2,Erjohnson14,Johnson’s Lil Johnson,5846,DK Metcalf,WR,PIT,bench
2023,2,Erjohnson14,Johnson’s Lil Johnson,5859,A.J. Brown,WR,NE,starter
2023,2,Erjohnson14,Johnson’s Lil Johnson,6083,Matt Gay,K,LV,starter
2023,2,Erjohnson14,Johnson’s Lil Johnson,6804,Jordan Love,QB,GB,bench
2023,2,Erjohnson14,Johnson’s Lil Johnson,8130,Trey McBride,TE,ARI,starter
2023,2,Erjohnson14,Johnson’s Lil Johnson,8131,Isaiah Likely,TE,NYG,bench
2023,2,Erjohnson14,Johnson’s Lil Johnson,8144,Chris Olave,WR,NO,starter
2023,2,Erjohnson14,Johnson’s Lil Johnson,9509,Bijan Robinson,RB,ATL,starter
2023,2,Erjohnson14,Johnson’s Lil Johnson,KC,Kansas City Chiefs,DEF,KC,starter
2023,3,MaxSirianni,I hate Joe Burrow,10236,Dalton Kincaid,TE,BUF,bench
2023,3,MaxSirianni,I hate Joe Burrow,2028,Derek Carr,QB,,starter
2023,3,MaxSirianni,I hate Joe Burrow,2309,Amari Cooper,WR,,starter
2023,3,MaxSirianni,I hate Joe Burrow,4066,Evan Engram,TE,DEN,starter
2023,3,MaxSirianni,I hate Joe Burrow,4137,James Conner,RB,ARI,starter
2023,3,MaxSirianni,I hate Joe Burrow,4866,Saquon Barkley,RB,PHI,starter
2023,3,MaxSirianni,I hate Joe Burrow,5872,Deebo Samuel,WR,SF,starter
2023,3,MaxSirianni,I hate Joe Burrow,6111,Jake Browning,QB,TB,bench
2023,3,MaxSirianni,I hate Joe Burrow,7523,Trevor Lawrence,QB,JAX,starter
2023,3,MaxSirianni,I hate Joe Burrow,7528,Najee Harris,RB,,bench
2023,3,MaxSirianni,I hate Joe Burrow,7564,Ja'Marr Chase,WR,CIN,bench
2023,3,MaxSirianni,I hate Joe Burrow,7839,Evan McPherson,K,CIN,starter
2023,3,MaxSirianni,I hate Joe Burrow,9500,Josh Downs,WR,IND,bench
2023,3,MaxSirianni,I hate Joe Burrow,9508,Tyjae Spears,RB,TEN,bench
2023,3,MaxSirianni,I hate Joe Burrow,9997,Zay Flowers,WR,BAL,starter
2023,3,MaxSirianni,I hate Joe Burrow,SF,San Francisco 49ers,DEF,SF,starter
2023,4,jdrobny,B2B,1234,Russell Wilson,QB,,starter
2023,4,jdrobny,B2B,1264,Justin Tucker,K,,starter
2023,4,jdrobny,B2B,1689,Adam Thielen,WR,,bench
2023,4,jdrobny,B2B,19,Joe Flacco,QB,CIN,bench
2023,4,jdrobny,B2B,2133,Davante Adams,WR,LAR,starter
2023,4,jdrobny,B2B,2749,Raheem Mostert,RB,,starter
2023,4,jdrobny,B2B,3164,Ezekiel Elliott,RB,,starter
2023,4,jdrobny,B2B,5850,Josh Jacobs,RB,GB,bench
2023,4,jdrobny,B2B,6904,Jalen Hurts,QB,PHI,starter
2023,4,jdrobny,B2B,8110,Jake Ferguson,TE,DAL,starter
2023,4,jdrobny,B2B,8136,Rachaad White,RB,WAS,starter
2023,4,jdrobny,B2B,8151,Kenneth Walker,RB,KC,bench
2023,4,jdrobny,B2B,9493,Puka Nacua,WR,LAR,starter
2023,4,jdrobny,B2B,9753,Zach Charbonnet,RB,SEA,bench
2023,4,jdrobny,B2B,CIN,Cincinnati Bengals,DEF,CIN,starter
2023,4,jdrobny,B2B,DAL,Dallas Cowboys,DEF,DAL,bench
2023,5,kaufmannc,London Has Fallen,10859,Sam LaPorta,TE,DET,starter
2023,5,kaufmannc,London Has Fallen,1426,DeAndre Hopkins,WR,,starter
2023,5,kaufmannc,London Has Fallen,4018,Joe Mixon,RB,,starter
2023,5,kaufmannc,London Has Fallen,4080,Zay Jones,WR,,bench
2023,5,kaufmannc,London Has Fallen,4950,Christian Kirk,WR,SF,ir
2023,5,kaufmannc,London Has Fallen,5119,Jason Sanders,K,NYJ,starter
2023,5,kaufmannc,London Has Fallen,5854,Drew Lock,QB,SEA,bench
2023,5,kaufmannc,London Has Fallen,5927,Terry McLaurin,WR,WAS,starter
2023,5,kaufmannc,London Has Fallen,6803,Brandon Aiyuk,WR,SF,starter
2023,5,kaufmannc,London Has Fallen,7591,Justin Fields,QB,KC,starter
2023,5,kaufmannc,London Has Fallen,7611,Rhamondre Stevenson,RB,NE,bench
2023,5,kaufmannc,London Has Fallen,8112,Drake London,WR,ATL,starter
2023,5,kaufmannc,London Has Fallen,8137,George Pickens,WR,DAL,bench
2023,5,kaufmannc,London Has Fallen,8150,Kyren Williams,RB,LAR,starter
2023,5,kaufmannc,London Has Fallen,8154,Brian Robinson,RB,ATL,bench
2023,5,kaufmannc,London Has Fallen,9224,Chase Brown,RB,CIN,bench
2023,5,kaufmannc,London Has Fallen,CLE,Cleveland Browns,DEF,CLE,starter
2023,6,JSanDusky69,Tua Girls One Kupp,11292,Tommy DeVito,QB,NE,bench
2023,6,JSanDusky69,Tua Girls One Kupp,2374,Tyler Lockett,WR,,bench
2023,6,JSanDusky69,Tua Girls One Kupp,4039,Cooper Kupp,WR,SEA,starter
2023,6,JSanDusky69,Tua Girls One Kupp,4195,Jake Elliott,K,PHI,starter
2023,6,JSanDusky69,Tua Girls One Kupp,421,Matthew Stafford,QB,LAR,starter
2023,6,JSanDusky69,Tua Girls One Kupp,4983,DJ Moore,WR,BUF,starter
2023,6,JSanDusky69,Tua Girls One Kupp,5022,Dallas Goedert,TE,PHI,starter
2023,6,JSanDusky69,Tua Girls One Kupp,515,Rob Gronkowski,TE,,bench
2023,6,JSanDusky69,Tua Girls One Kupp,5892,David Montgomery,RB,HOU,bench
2023,6,JSanDusky69,Tua Girls One Kupp,5947,Jakobi Meyers,WR,JAX,bench
2023,6,JSanDusky69,Tua Girls One Kupp,6768,Tua Tagovailoa,QB,ATL,starter
2023,6,JSanDusky69,Tua Girls One Kupp,6801,Tee Higgins,WR,CIN,starter
2023,6,JSanDusky69,Tua Girls One Kupp,8138,James Cook,RB,BUF,starter
2023,6,JSanDusky69,Tua Girls One Kupp,8155,Breece Hall,RB,NYJ,starter
2023,6,JSanDusky69,Tua Girls One Kupp,DEN,Denver Broncos,DEF,DEN,starter
2023,7,KingTowsk,Leeroy Jenkins,10222,Jayden Reed,WR,GB,starter
2023,7,KingTowsk,Leeroy Jenkins,10937,Jake Moody,K,WAS,starter
2023,7,KingTowsk,Leeroy Jenkins,1466,Travis Kelce,TE,KC,starter
2023,7,KingTowsk,Leeroy Jenkins,3321,Tyreek Hill,WR,,starter
2023,7,KingTowsk,Leeroy Jenkins,4199,Aaron Jones,RB,MIN,starter
2023,7,KingTowsk,Leeroy Jenkins,4881,Lamar Jackson,QB,BAL,starter
2023,7,KingTowsk,Leeroy Jenkins,6011,Gardner Minshew,QB,ARI,bench
2023,7,KingTowsk,Leeroy Jenkins,6819,Michael Pittman,WR,PIT,starter
2023,7,KingTowsk,Leeroy Jenkins,7526,Jaylen Waddle,WR,DEN,ir
2023,7,KingTowsk,Leeroy Jenkins,7588,Javonte Williams,RB,DAL,starter
2023,7,KingTowsk,Leeroy Jenkins,8139,Zamir White,RB,,bench
2023,7,KingTowsk,Leeroy Jenkins,8143,Jerome Ford,RB,WAS,bench
2023,7,KingTowsk,Leeroy Jenkins,9226,De'Von Achane,RB,MIA,starter
2023,7,KingTowsk,Leeroy Jenkins,9486,Dontayvion Wicks,WR,PHI,bench
2023,7,KingTowsk,Leeroy Jenkins,9488,Jaxon Smith-Njigba,WR,SEA,bench
2023,7,KingTowsk,Leeroy Jenkins,CHI,Chicago Bears,DEF,CHI,starter
2023,7,KingTowsk,Leeroy Jenkins,LAR,Los Angeles Rams,DEF,LAR,bench
2023,8,TylerWicks,Christian Mingle,2216,Mike Evans,WR,SF,starter
2023,8,TylerWicks,Christian Mingle,2747,Jason Myers,K,SEA,starter
2023,8,TylerWicks,Christian Mingle,3163,Jared Goff,QB,DET,starter
2023,8,TylerWicks,Christian Mingle,4033,David Njoku,TE,LAC,starter
2023,8,TylerWicks,Christian Mingle,4034,Christian McCaffrey,RB,SF,starter
2023,8,TylerWicks,Christian Mingle,4892,Baker Mayfield,QB,TB,starter
2023,8,TylerWicks,Christian Mingle,4981,Calvin Ridley,WR,TEN,starter
2023,8,TylerWicks,Christian Mingle,5967,Tony Pollard,RB,TEN,bench
2023,8,TylerWicks,Christian Mingle,6790,D'Andre Swift,RB,CHI,starter
2023,8,TylerWicks,Christian Mingle,7066,K.J. Osborn,WR,TEN,bench
2023,8,TylerWicks,Christian Mingle,7525,DeVonta Smith,WR,PHI,starter
2023,8,TylerWicks,Christian Mingle,8121,Romeo Doubs,WR,NE,bench
2023,8,TylerWicks,Christian Mingle,8167,Christian Watson,WR,GB,bench
2023,8,TylerWicks,Christian Mingle,9754,Quentin Johnston,WR,LAC,bench
2023,8,TylerWicks,Christian Mingle,BUF,Buffalo Bills,DEF,BUF,starter
2023,8,TylerWicks,Christian Mingle,IND,Indianapolis Colts,DEF,IND,bench
2023,9,brockhusk,Toss My Saleh’d,3294,Dak Prescott,QB,DAL,starter
2023,9,brockhusk,Toss My Saleh’d,4227,Harrison Butker,K,KC,starter
2023,9,brockhusk,Toss My Saleh’d,4984,Josh Allen,QB,BUF,starter
2023,9,brockhusk,Toss My Saleh’d,5844,T.J. Hockenson,TE,MIN,ir
2023,9,brockhusk,Toss My Saleh’d,5937,Diontae Johnson,WR,,bench
2023,9,brockhusk,Toss My Saleh’d,6783,Jerry Jeudy,WR,CLE,bench
2023,9,brockhusk,Toss My Saleh’d,6786,CeeDee Lamb,WR,DAL,starter
2023,9,brockhusk,Toss My Saleh’d,6820,Clyde Edwards-Helaire,RB,,bench
2023,9,brockhusk,Toss My Saleh’d,6845,Zack Moss,RB,,bench
2023,9,brockhusk,Toss My Saleh’d,7547,Amon-Ra St. Brown,WR,DET,starter
2023,9,brockhusk,Toss My Saleh’d,7553,Kyle Pitts,TE,ATL,starter
2023,9,brockhusk,Toss My Saleh’d,7594,Chuba Hubbard,RB,CAR,starter
2023,9,brockhusk,Toss My Saleh’d,8146,Garrett Wilson,WR,NYJ,starter
2023,9,brockhusk,Toss My Saleh’d,8205,Isiah Pacheco,RB,DET,starter
2023,9,brockhusk,Toss My Saleh’d,NYJ,New York Jets,DEF,NYJ,bench
2023,9,brockhusk,Toss My Saleh’d,PHI,Philadelphia Eagles,DEF,PHI,starter
2023,10,cc5597,Bill Ninerkingz,2449,Stefon Diggs,WR,,starter
2023,10,cc5597,Bill Ninerkingz,4037,Chris Godwin,WR,TB,bench
2023,10,cc5597,Bill Ninerkingz,4217,George Kittle,TE,SF,starter
2023,10,cc5597,Bill Ninerkingz,4234,Noah Brown,WR,,bench
2023,10,cc5597,Bill Ninerkingz,5045,Courtland Sutton,WR,DEN,bench
2023,10,cc5597,Bill Ninerkingz,5987,Alexander Mattison,RB,,bench
2023,10,cc5597,Bill Ninerkingz,7042,Tyler Bass,K,BUF,starter
2023,10,cc5597,Bill Ninerkingz,8119,Jahan Dotson,WR,ATL,bench
2023,10,cc5597,Bill Ninerkingz,8162,Sam Howell,QB,DAL,bench
2023,10,cc5597,Bill Ninerkingz,8183,Brock Purdy,QB,SF,starter
2023,10,cc5597,Bill Ninerkingz,8228,Jaylen Warren,RB,PIT,starter
2023,10,cc5597,Bill Ninerkingz,8230,Ty Chandler,RB,NO,starter
2023,10,cc5597,Bill Ninerkingz,9221,Jahmyr Gibbs,RB,DET,starter
2023,10,cc5597,Bill Ninerkingz,9756,Jordan Addison,WR,MIN,starter
2023,10,cc5597,Bill Ninerkingz,9758,C.J. Stroud,QB,HOU,starter
2023,10,cc5597,Bill Ninerkingz,HOU,Houston Texans,DEF,HOU,starter
