season,week,roster_id,manager,team_name,points,opponent_roster_id,opponent_manager,opponent_points,result,is_playoff
2024,9,6,JSanDusky69,Respect Your Elders,145.71,8,TylerWicks,120.15,W,False
2024,9,7,KingTowsk,Leeroy Jenkins,174.94,2,Erjohnson14,176.4,L,False
2024,9,8,TylerWicks,Dont stop Bo-lievin’,120.15,6,JSanDusky69,145.71,L,False
2024,9,9,brockhusk,Brauk Tua Spit On That,162.26,10,cc5597,128.23,W,False
2024,9,10,cc5597,The Problems,128.23,9,brockhusk,162.26,L,False
2024,10,1,bgreenblatt,Love Thy Nabers,188.39,2,Erjohnson14,125.45,W,False
2024,10,2,Erjohnson14,Johnson’s Lil Johnson,125.45,1,bgreenblatt,188.39,L,False
2024,10,3,MaxSirianni,Joeybagofdonuts2.0,135.5,6,JSanDusky69,138.51,L,False
2024,10,4,jdrobny,Stick in the Mud,115.09,9,brockhusk,114.47,W,False
2024,10,5,kaufmannc,Clownin’ Around,115.71,8,TylerWicks,134.36,L,False
2024,10,6,JSanDusky69,Respect Your Elders,138.51,3,MaxSirianni,135.5,W,False
2024,10,7,KingTowsk,Leeroy Jenkins,137.63,10,cc5597,113.05,W,False
2024,10,8,TylerWicks,Dont stop Bo-lievin’,134.36,5,kaufmannc,115.71,W,False
2024,10,9,brockhusk,Brauk Tua Spit On That,114.47,4,jdrobny,115.09,L,False
2024,10,10,cc5597,The Problems,113.05,7,KingTowsk,137.63,L,False
2024,11,1,bgreenblatt,Love Thy Nabers,164.97,6,JSanDusky69,175.19,L,False
2024,11,2,Erjohnson14,Johnson’s Lil Johnson,149.63,3,MaxSirianni,150.01,L,False
2024,11,3,MaxSirianni,Joeybagofdonuts2.0,150.01,2,Erjohnson14,149.63,W,False
2024,11,4,jdrobny,Stick in the Mud,174.65,10,cc5597,139.34,W,False
2024,11,5,kaufmannc,Clownin’ Around,186.11,9,brockhusk,102.91,W,False
2024,11,6,JSanDusky69,Respect Your Elders,175.19,1,bgreenblatt,164.97,W,False
2024,11,7,KingTowsk,Leeroy Jenkins,129.27,8,TylerWicks,157.26,L,False
2024,11,8,TylerWicks,Dont stop Bo-lievin’,157.26,7,KingTowsk,129.27,W,False
2024,11,9,brockhusk,Brauk Tua Spit On That,102.91,5,kaufmannc,186.11,L,False
2024,11,10,cc5597,The Problems,139.34,4,jdrobny,174.65,L,False
2024,12,1,bgreenblatt,Love Thy Nabers,137.66,3,MaxSirianni,123.29,W,False
2024,12,2,Erjohnson14,Johnson’s Lil Johnson,178.96,6,JSanDusky69,125.94,W,False
2024,12,3,MaxSirianni,Joeybagofdonuts2.0,123.29,1,bgreenblatt,137.66,L,False
2024,12,4,jdrobny,Stick in the Mud,157.81,7,KingTowsk,134.88,W,False
2024,12,5,kaufmannc,Clownin’ Around,119.09,10,cc5597,121.03,L,False
2024,12,6,JSanDusky69,Respect Your Elders,125.94,2,Erjohnson14,178.96,L,False
2024,12,7,KingTowsk,Leeroy Jenkins,134.88,4,jdrobny,157.81,L,False
2024,12,8,TylerWicks,Dont stop Bo-lievin’,165.29,9,brockhusk,123.42,W,False
2024,12,9,brockhusk,Brauk Tua Spit On That,123.42,8,TylerWicks,165.29,L,False
2024,12,10,cc5597,The Problems,121.03,5,kaufmannc,119.09,W,False
2024,13,1,bgreenblatt,Love Thy Nabers,165.6,4,jdrobny,130.44,W,False
2024,13,2,Erjohnson14,Johnson’s Lil Johnson,173.78,9,brockhusk,128.97,W,False
2024,13,3,MaxSirianni,Joeybagofdonuts2.0,136.6,5,kaufmannc,140.26,L,False
2024,13,4,jdrobny,Stick in the Mud,130.44,1,bgreenblatt,165.6,L,False
2024,13,5,kaufmannc,Clownin’ Around,140.26,3,MaxSirianni,136.6,W,False
2024,13,6,JSanDusky69,Respect Your Elders,137.63,7,KingTowsk,171.37,L,False
2024,13,7,KingTowsk,Leeroy Jenkins,171.37,6,JSanDusky69,137.63,W,False
2024,13,8,TylerWicks,Dont stop Bo-lievin’,147.39,10,cc5597,99.04,W,False
2024,13,9,brockhusk,Brauk Tua Spit On That,128.97,2,Erjohnson14,173.78,L,False
2024,13,10,cc5597,The Problems,99.04,8,TylerWicks,147.39,L,False
2024,14,1,bgreenblatt,Love Thy Nabers,193.9,9,brockhusk,141.07,W,False
2024,14,2,Erjohnson14,Johnson’s Lil Johnson,161.0,4,jdrobny,174.86,L,False
2024,14,3,MaxSirianni,Joeybagofdonuts2.0,139.33,8,TylerWicks,110.72,W,False
2024,14,4,jdrobny,Stick in the Mud,174.86,2,Erjohnson14,161.0,W,False
2024,14,5,kaufmannc,Clownin’ Around,149.75,7,KingTowsk,178.78,L,False
2024,14,6,JSanDusky69,Respect Your Elders,122.79,10,cc5597,165.75,L,False
2024,14,7,KingTowsk,Leeroy Jenkins,178.78,5,kaufmannc,149.75,W,False
2024,14,8,TylerWicks,Dont stop Bo-lievin’,110.72,3,MaxSirianni,139.33,L,False
2024,14,9,brockhusk,Brauk Tua Spit On That,141.07,1,bgreenblatt,193.9,L,False
2024,14,10,cc5597,The Problems,165.75,6,JSanDusky69,122.79,W,False
2024,15,2,Erjohnson14,Johnson’s Lil Johnson,175.78,8,TylerWicks,183.0,L,True
2024,15,3,MaxSirianni,Joeybagofdonuts2.0,143.9,9,brockhusk,137.32,W,True
2024,15,4,jdrobny,Stick in the Mud,130.99,10,cc5597,101.47,W,True
2024,15,5,kaufmannc,Clownin’ Around,189.64,6,JSanDusky69,119.61,W,True
2024,15,6,JSanDusky69,Respect Your Elders,119.61,5,kaufmannc,189.64,L,True
2024,15,8,TylerWicks,Dont stop Bo-lievin’,183.0,2,Erjohnson14,175.78,W,True
2024,15,9,brockhusk,Brauk Tua Spit On That,137.32,3,MaxSirianni,143.9,L,True
2024,15,10,cc5597,The Problems,101.47,4,jdrobny,130.99,L,True
2024,16,1,bgreenblatt,Love Thy Nabers,178.73,5,kaufmannc,174.72,W,True
2024,16,2,Erjohnson14,Johnson’s Lil Johnson,148.41,6,JSanDusky69,177.52,L,True
2024,16,3,MaxSirianni,Joeybagofdonuts2.0,116.74,4,jdrobny,138.54,L,True
2024,16,4,jdrobny,Stick in the Mud,138.54,3,MaxSirianni,116.74,W,True
2024,16,5,kaufmannc,Clownin’ Around,174.72,1,bgreenblatt,178.73,L,True
2024,16,6,JSanDusky69,Respect Your Elders,177.52,2,Erjohnson14,148.41,W,True
2024,16,7,KingTowsk,Leeroy Jenkins,172.55,8,TylerWicks,151.98,W,True
2024,16,8,TylerWicks,Dont stop Bo-lievin’,151.98,7,KingTowsk,172.55,L,True
2024,16,9,brockhusk,Brauk Tua Spit On That,118.91,10,cc5597,130.08,L,True
2024,16,10,cc5597,The Problems,130.08,9,brockhusk,118.91,W,True
2024,17,1,bgreenblatt,Love Thy Nabers,172.24,7,KingTowsk,205.05,L,True
2024,17,5,kaufmannc,Clownin’ Around,187.45,8,TylerWicks,165.6,W,True
2024,17,7,KingTowsk,Leeroy Jenkins,205.05,1,bgreenblatt,172.24,W,True
2024,17,8,TylerWicks,Dont stop Bo-lievin’,165.6,5,kaufmannc,187.45,L,True
