season,transaction_id,week,type,status,created_ms,created_date,roster_id,manager,action,player_id,player_name,position,faab_bid
2023,1007528387286945792,1,waiver,complete,1694575995802,2023-09-12,9,brockhusk,add,5995,Justice Hill,RB,15
2023,1007528387286945792,1,waiver,complete,1694575995802,2023-09-12,9,brockhusk,drop,5890,Damien Harris,RB,
2023,1007528256680550400,1,waiver,failed,1694575964663,2023-09-12,9,brockhusk,add,9493,Puka Nacua,WR,25
2023,1007528256680550400,1,waiver,failed,1694575964663,2023-09-12,9,brockhusk,drop,5890,Damien Harris,RB,
2023,1007497474248855552,1,trade,complete,1694568625559,2023-09-12,7,KingTowsk,add,8183,Brock Purdy,QB,
2023,1007497474248855552,1,trade,complete,1694568625559,2023-09-12,10,cc5597,add,9488,Jaxon Smith-Njigba,WR,
2023,1007497474248855552,1,trade,complete,1694568625559,2023-09-12,10,cc5597,add,9758,C.J. Stroud,QB,
2023,1007497474248855552,1,trade,complete,1694568625559,2023-09-12,10,cc5597,drop,8183,Brock Purdy,QB,
2023,1007497474248855552,1,trade,complete,1694568625559,2023-09-12,7,KingTowsk,drop,9488,Jaxon Smith-Njigba,WR,
2023,1007497474248855552,1,trade,complete,1694568625559,2023-09-12,7,KingTowsk,drop,9758,C.J. Stroud,QB,
2023,1007478533479776256,1,waiver,failed,1694564109728,2023-09-12,1,bgreenblatt,add,9493,Puka Nacua,WR,25
2023,1007478533479776256,1,waiver,failed,1694564109728,2023-09-12,1,bgreenblatt,drop,9482,Michael Mayer,TE,
2023,1007466813539659776,1,waiver,failed,1694561315477,2023-09-12,1,bgreenblatt,add,5995,Justice Hill,RB,0
2023,1007466813539659776,1,waiver,failed,1694561315477,2023-09-12,1,bgreenblatt,drop,6945,Antonio Gibson,RB,
2023,1007442444771815424,1,waiver,failed,1694555505510,2023-09-12,7,KingTowsk,add,8188,Tyquan Thornton,WR,0
2023,1007442444771815424,1,waiver,failed,1694555505510,2023-09-12,7,KingTowsk,drop,4029,Dalvin Cook,RB,
2023,1007442417521418240,1,waiver,failed,1694555499013,2023-09-12,7,KingTowsk,add,8188,Tyquan Thornton,WR,0
2023,1007442000699867136,1,waiver,complete,1694555399635,2023-09-12,7,KingTowsk,add,9493,Puka Nacua,WR,41
