season,transaction_id,week,type,status,created_ms,created_date,roster_id,manager,action,player_id,player_name,position,faab_bid
2022,880591377455603712,3,waiver,failed,1664311854283,2022-09-27,7,KingTowsk,drop,BAL,Baltimore Ravens,DEF,
2022,880555749254946816,3,waiver,complete,1664303359858,2022-09-27,4,jdrobny,add,4080,Zay Jones,WR,24
2022,880555749254946816,3,waiver,complete,1664303359858,2022-09-27,4,jdrobny,drop,8168,Skyy Moore,WR,
2022,880545183752769536,3,waiver,complete,1664300840846,2022-09-27,5,kaufmannc,add,4666,Younghoe Koo,K,1
2022,880545183752769536,3,waiver,complete,1664300840846,2022-09-27,5,kaufmannc,drop,4195,Jake Elliott,K,
2022,880486156876783616,3,waiver,complete,1664286767742,2022-09-27,2,Erjohnson14,add,GB,Green Bay Packers,DEF,7
2022,880486156876783616,3,waiver,complete,1664286767742,2022-09-27,2,Erjohnson14,drop,NO,New Orleans Saints,DEF,
2022,880470499908718592,3,waiver,failed,1664283034830,2022-09-27,3,MaxSirianni,add,7608,Khalil Herbert,RB,20
2022,880470466954137600,3,waiver,complete,1664283026973,2022-09-27,3,MaxSirianni,add,5987,Alexander Mattison,RB,20
2022,880298729847283712,3,waiver,failed,1664242081656,2022-09-26,2,Erjohnson14,add,4666,Younghoe Koo,K,1
2022,880298729847283712,3,waiver,failed,1664242081656,2022-09-26,2,Erjohnson14,drop,6083,Matt Gay,K,
2022,880150977796370432,3,waiver,failed,1664206854822,2022-09-26,1,bgreenblatt,add,GB,Green Bay Packers,DEF,6
2022,880150977796370432,3,waiver,failed,1664206854822,2022-09-26,1,bgreenblatt,drop,CLE,Cleveland Browns,DEF,
2022,879854233057656832,3,waiver,complete,1664136105363,2022-09-25,1,bgreenblatt,add,7611,Rhamondre Stevenson,RB,11
2022,879854233057656832,3,waiver,complete,1664136105363,2022-09-25,1,bgreenblatt,drop,8151,Kenneth Walker,RB,
2022,879469335327014912,3,waiver,complete,1664044338593,2022-09-24,2,Erjohnson14,add,4066,Evan Engram,TE,1
2022,879152597230227456,3,waiver,failed,1663968822346,2022-09-23,6,JSanDusky69,add,3664,J.D. McKissic,RB,1
2022,879152597230227456,3,waiver,failed,1663968822346,2022-09-23,6,JSanDusky69,drop,7611,Rhamondre Stevenson,RB,
2022,879152407223922688,3,waiver,complete,1663968777045,2022-09-23,6,JSanDusky69,add,5890,Damien Harris,RB,3
2022,879152407223922688,3,waiver,complete,1663968777045,2022-09-23,6,JSanDusky69,drop,7611,Rhamondre Stevenson,RB,
2022,878703610677215232,3,waiver,failed,1663861775610,2022-09-22,2,Erjohnson14,add,CIN,Cincinnati Bengals,DEF,1
2022,878703610677215232,3,waiver,failed,1663861775610,2022-09-22,2,Erjohnson14,drop,DEN,Denver Broncos,DEF,
2022,878354483472891904,3,waiver,complete,1663778537198,2022-09-21,2,Erjohnson14,add,NO,New Orleans Saints,DEF,2
2022,878354483472891904,3,waiver,complete,1663778537198,2022-09-21,2,Erjohnson14,drop,DEN,Denver Broncos,DEF,
2022,878350632057339904,3,waiver,complete,1663777618949,2022-09-21,4,jdrobny,add,CHI,Chicago Bears,DEF,1
2022,878350632057339904,3,waiver,complete,1663777618949,2022-09-21,4,jdrobny,drop,IND,Indianapolis Colts,DEF,
2022,878346972803833856,3,free_agent,complete,1663776746515,2022-09-21,7,KingTowsk,drop,8167,Christian Watson,WR,
2022,878346918273646592,3,waiver,complete,1663776733514,2022-09-21,3,MaxSirianni,add,5844,T.J. Hockenson,TE,5
2022,878346918273646592,3,waiver,complete,1663776733514,2022-09-21,3,MaxSirianni,drop,4951,DJ Chark,WR,
2022,878297139036561408,3,waiver,failed,1663764865219,2022-09-21,3,MaxSirianni,add,3271,Tyler Higbee,TE,1
2022,878297139036561408,3,waiver,failed,1663764865219,2022-09-21,3,MaxSirianni,drop,4951,DJ Chark,WR,
2022,878277502844563456,3,waiver,failed,1663760183586,2022-09-21,5,kaufmannc,add,8119,Jahan Dotson,WR,2
2022,878277502844563456,3,waiver,failed,1663760183586,2022-09-21,5,kaufmannc,drop,1352,Robert Woods,WR,
2022,883166546003042304,4,waiver,failed,1664925822309,2022-10-04,7,KingTowsk,add,8132,Tyler Allgeier,RB,1
2022,883166546003042304,4,waiver,failed,1664925822309,2022-10-04,7,KingTowsk,drop,NYG,New York Giants,DEF,
2022,883166503032274944,4,waiver,complete,1664925812064,2022-10-04,7,KingTowsk,add,2749,Raheem Mostert,RB,21
2022,883166503032274944,4,waiver,complete,1664925812064,2022-10-04,7,KingTowsk,drop,NYG,New York Giants,DEF,
2022,883166006422577152,4,waiver,failed,1664925693663,2022-10-04,7,KingTowsk,add,8126,Wan'Dale Robinson,WR,1
2022,883166006422577152,4,waiver,failed,1664925693663,2022-10-04,7,KingTowsk,drop,8135,Treylon Burks,WR,
2022,883165942027411456,4,waiver,complete,1664925678310,2022-10-04,7,KingTowsk,add,7606,Kadarius Toney,WR,1
2022,883165942027411456,4,waiver,complete,1664925678310,2022-10-04,7,KingTowsk,drop,8135,Treylon Burks,WR,
2022,883164362058375168,4,waiver,failed,1664925301616,2022-10-04,7,KingTowsk,add,TEN,Tennessee Titans,DEF,1
2022,883164362058375168,4,waiver,failed,1664925301616,2022-10-04,7,KingTowsk,drop,NYG,New York Giants,DEF,
2022,883164232986828800,4,waiver,failed,1664925270843,2022-10-04,7,KingTowsk,add,MIA,Miami Dolphins,DEF,1
2022,883164232986828800,4,waiver,failed,1664925270843,2022-10-04,7,KingTowsk,drop,NYG,New York Giants,DEF,
2022,883164203907883008,4,waiver,failed,1664925263910,2022-10-04,7,KingTowsk,add,JAX,Jacksonville Jaguars,DEF,1
2022,883164203907883008,4,waiver,failed,1664925263910,2022-10-04,7,KingTowsk,drop,NYG,New York Giants,DEF,
2022,883107708335751168,4,waiver,complete,1664911794316,2022-10-04,2,Erjohnson14,add,4033,David Njoku,TE,6
2022,883061400354955264,4,waiver,complete,1664900753633,2022-10-04,10,cc5597,add,2152,Teddy Bridgewater,QB,5
2022,883061400354955264,4,waiver,complete,1664900753633,2022-10-04,10,cc5597,drop,2307,Marcus Mariota,QB,
2022,883052562302115840,4,waiver,failed,1664898646477,2022-10-04,2,Erjohnson14,add,2749,Raheem Mostert,RB,16
2022,883012875139129344,4,waiver,complete,1664889184320,2022-10-04,4,jdrobny,add,MIA,Miami Dolphins,DEF,1
2022,883012875139129344,4,waiver,complete,1664889184320,2022-10-04,4,jdrobny,drop,PIT,Pittsburgh Steelers,DEF,
2022,883011655699750912,4,waiver,complete,1664888893583,2022-10-04,3,MaxSirianni,add,JAX,Jacksonville Jaguars,DEF,1
2022,883011655699750912,4,waiver,complete,1664888893583,2022-10-04,3,MaxSirianni,drop,4381,Taysom Hill,TE,
2022,882289663648743424,4,waiver,complete,1664716757264,2022-10-02,7,KingTowsk,add,8154,Brian Robinson,RB,1
2022,881733785455087616,4,waiver,complete,1664584225575,2022-09-30,1,bgreenblatt,add,MIN,Minnesota Vikings,DEF,2
2022,881733785455087616,4,waiver,complete,1664584225575,2022-09-30,1,bgreenblatt,drop,CLE,Cleveland Browns,DEF,
2022,881661814126153728,4,waiver,complete,1664567066273,2022-09-30,1,bgreenblatt,add,5038,Michael Gallup,WR,1
2022,881661814126153728,4,waiver,complete,1664567066273,2022-09-30,1,bgreenblatt,drop,8119,Jahan Dotson,WR,
2022,881573417038692352,4,waiver,complete,1664545990765,2022-09-30,3,MaxSirianni,add,4381,Taysom Hill,TE,5
2022,881573417038692352,4,waiver,complete,1664545990765,2022-09-30,3,MaxSirianni,drop,5001,Dalton Schultz,TE,
2022,881323061440544768,4,free_agent,complete,1664486301339,2022-09-29,8,TylerWicks,drop,3225,Tyler Boyd,WR,
2022,881209015064182784,4,trade,complete,1664459110564,2022-09-29,2,Erjohnson14,add,167,Tom Brady,QB,
2022,881209015064182784,4,trade,complete,1664459110564,2022-09-29,7,KingTowsk,add,3161,Carson Wentz,QB,
2022,881209015064182784,4,trade,complete,1664459110564,2022-09-29,7,KingTowsk,add,4037,Chris Godwin,WR,
2022,881209015064182784,4,trade,complete,1664459110564,2022-09-29,2,Erjohnson14,add,7571,Rashod Bateman,WR,
2022,881209015064182784,4,trade,complete,1664459110564,2022-09-29,7,KingTowsk,drop,167,Tom Brady,QB,
2022,881209015064182784,4,trade,complete,1664459110564,2022-09-29,2,Erjohnson14,drop,3161,Carson Wentz,QB,
2022,881209015064182784,4,trade,complete,1664459110564,2022-09-29,2,Erjohnson14,drop,4037,Chris Godwin,WR,
2022,881209015064182784,4,trade,complete,1664459110564,2022-09-29,7,KingTowsk,drop,7571,Rashod Bateman,WR,
2022,880929270959218688,4,waiver,complete,1664392414372,2022-09-28,10,cc5597,add,6945,Antonio Gibson,RB,1
2022,880929270959218688,4,waiver,complete,1664392414372,2022-09-28,10,cc5597,drop,7567,Kenny Gainwell,RB,
2022,880894875795746816,4,waiver,complete,1664384213926,2022-09-28,4,jdrobny,add,PIT,Pittsburgh Steelers,DEF,1
2022,880894875795746816,4,waiver,complete,1664384213926,2022-09-28,4,jdrobny,drop,CHI,Chicago Bears,DEF,
2022,880883851277418496,4,free_agent,complete,1664381585476,2022-09-28,3,MaxSirianni,drop,8138,James Cook,RB,
2022,880883458665488384,4,waiver,failed,1664381491870,2022-09-28,1,bgreenblatt,add,PIT,Pittsburgh Steelers,DEF,1
2022,880883458665488384,4,waiver,failed,1664381491870,2022-09-28,1,bgreenblatt,drop,CLE,Cleveland Browns,DEF,
2022,880859560196358144,4,waiver,complete,1664375794031,2022-09-28,9,brockhusk,add,7538,Zach Wilson,QB,10
2022,880859560196358144,4,waiver,complete,1664375794031,2022-09-28,9,brockhusk,drop,19,Joe Flacco,QB,
2022,880819579247681536,4,free_agent,complete,1664366261830,2022-09-28,2,Erjohnson14,drop,4066,Evan Engram,TE,
2022,885711386074869760,5,waiver,failed,1665532559463,2022-10-11,7,KingTowsk,add,5947,Jakobi Meyers,WR,11
2022,885711258568110080,5,free_agent,complete,1665532529063,2022-10-11,7,KingTowsk,drop,7606,Kadarius Toney,WR,
2022,885653043298021376,5,waiver,complete,1665518649461,2022-10-11,10,cc5597,add,2307,Marcus Mariota,QB,2
2022,885653043298021376,5,waiver,complete,1665518649461,2022-10-11,10,cc5597,drop,2152,Teddy Bridgewater,QB,
2022,885640585724456960,5,waiver,failed,1665515679344,2022-10-11,10,cc5597,add,4381,Taysom Hill,TE,11
2022,885640585724456960,5,waiver,failed,1665515679344,2022-10-11,10,cc5597,drop,5133,Tyler Conklin,TE,
2022,885637177453891584,5,waiver,failed,1665514866749,2022-10-11,10,cc5597,add,8151,Kenneth Walker,RB,41
2022,885637177453891584,5,waiver,failed,1665514866749,2022-10-11,10,cc5597,drop,4985,Rashaad Penny,RB,
2022,885589774638063616,5,waiver,failed,1665503565037,2022-10-11,10,cc5597,add,503,Graham Gano,K,1
2022,885589774638063616,5,waiver,failed,1665503565037,2022-10-11,10,cc5597,drop,7042,Tyler Bass,K,
2022,885585656225759232,5,waiver,complete,1665502583131,2022-10-11,6,JSanDusky69,add,5870,Daniel Jones,QB,11
2022,885585656225759232,5,waiver,complete,1665502583131,2022-10-11,6,JSanDusky69,drop,4892,Baker Mayfield,QB,
2022,885585571970895872,5,waiver,failed,1665502563043,2022-10-11,6,JSanDusky69,add,8151,Kenneth Walker,RB,31
2022,885585571970895872,5,waiver,failed,1665502563043,2022-10-11,6,JSanDusky69,drop,5890,Damien Harris,RB,
2022,885553357014814720,5,waiver,failed,1665494882399,2022-10-11,2,Erjohnson14,add,503,Graham Gano,K,0
2022,885553357014814720,5,waiver,failed,1665494882399,2022-10-11,2,Erjohnson14,drop,6083,Matt Gay,K,
2022,885547250070249472,5,waiver,failed,1665493426390,2022-10-11,7,KingTowsk,add,8151,Kenneth Walker,RB,53
2022,885547250070249472,5,waiver,failed,1665493426390,2022-10-11,7,KingTowsk,drop,TEN,Tennessee Titans,DEF,
2022,885543337564798976,5,waiver,failed,1665492493576,2022-10-11,4,jdrobny,add,5947,Jakobi Meyers,WR,18
2022,885543337564798976,5,waiver,failed,1665492493576,2022-10-11,4,jdrobny,drop,4080,Zay Jones,WR,
2022,885543168840683520,5,waiver,complete,1665492453349,2022-10-11,4,jdrobny,add,WAS,Washington Commanders,DEF,2
2022,885543168840683520,5,waiver,complete,1665492453349,2022-10-11,4,jdrobny,drop,MIA,Miami Dolphins,DEF,
2022,885508983929200640,5,waiver,complete,1665484303031,2022-10-11,3,MaxSirianni,add,4973,Hayden Hurst,TE,2
2022,885508983929200640,5,waiver,complete,1665484303031,2022-10-11,3,MaxSirianni,drop,8132,Tyler Allgeier,RB,
2022,885442280004349952,5,waiver,complete,1665468399576,2022-10-11,9,brockhusk,add,503,Graham Gano,K,1
2022,885442280004349952,5,waiver,complete,1665468399576,2022-10-11,9,brockhusk,drop,8259,Cameron Dicker,K,
2022,885441816592322560,5,waiver,complete,1665468289090,2022-10-11,9,brockhusk,add,4381,Taysom Hill,TE,25
2022,885441816592322560,5,waiver,complete,1665468289090,2022-10-11,9,brockhusk,drop,6938,Cam Akers,RB,
2022,885441560291020800,5,waiver,failed,1665468227983,2022-10-11,9,brockhusk,add,8151,Kenneth Walker,RB,30
2022,885441560291020800,5,waiver,failed,1665468227983,2022-10-11,9,brockhusk,drop,6938,Cam Akers,RB,
2022,885430652613517312,5,waiver,failed,1665465627390,2022-10-11,10,cc5597,add,5870,Daniel Jones,QB,2
2022,885430652613517312,5,waiver,failed,1665465627390,2022-10-11,10,cc5597,drop,2152,Teddy Bridgewater,QB,
2022,885296076696113152,5,waiver,complete,1665433541991,2022-10-10,1,bgreenblatt,add,8136,Rachaad White,RB,2
2022,885280001421971456,5,free_agent,complete,1665429709347,2022-10-10,5,kaufmannc,drop,5970,Greg Dortch,WR,
2022,885279554216845312,5,trade,complete,1665429602725,2022-10-10,8,TylerWicks,add,5846,DK Metcalf,WR,
2022,885279554216845312,5,trade,complete,1665429602725,2022-10-10,2,Erjohnson14,add,6151,Miles Sanders,RB,
2022,885279554216845312,5,trade,complete,1665429602725,2022-10-10,2,Erjohnson14,drop,5846,DK Metcalf,WR,
2022,885279554216845312,5,trade,complete,1665429602725,2022-10-10,8,TylerWicks,drop,6151,Miles Sanders,RB,
2022,885236764825120768,5,trade,complete,1665419400939,2022-10-10,5,kaufmannc,add,1426,DeAndre Hopkins,WR,
2022,885236764825120768,5,trade,complete,1665419400939,2022-10-10,1,bgreenblatt,add,2216,Mike Evans,WR,
2022,885236764825120768,5,trade,complete,1665419400939,2022-10-10,5,kaufmannc,add,7543,Travis Etienne,RB,
2022,885236764825120768,5,trade,complete,1665419400939,2022-10-10,1,bgreenblatt,drop,1426,DeAndre Hopkins,WR,
2022,885236764825120768,5,trade,complete,1665419400939,2022-10-10,5,kaufmannc,drop,2216,Mike Evans,WR,
2022,885236764825120768,5,trade,complete,1665419400939,2022-10-10,1,bgreenblatt,drop,7543,Travis Etienne,RB,
2022,885215596088844288,5,waiver,complete,1665414353919,2022-10-10,2,Erjohnson14,add,8151,Kenneth Walker,RB,99
2022,885215596088844288,5,waiver,complete,1665414353919,2022-10-10,2,Erjohnson14,drop,5916,Darrell Henderson,RB,
2022,884986651561271296,5,waiver,failed,1665359769290,2022-10-09,1,bgreenblatt,add,5870,Daniel Jones,QB,6
2022,884986651561271296,5,waiver,failed,1665359769290,2022-10-09,1,bgreenblatt,drop,1049,Ryan Tannehill,QB,
2022,884913638597861376,5,waiver,complete,1665342361643,2022-10-09,1,bgreenblatt,add,5947,Jakobi Meyers,WR,21
2022,884913638597861376,5,waiver,complete,1665342361643,2022-10-09,1,bgreenblatt,drop,7596,Elijah Moore,WR,
2022,884880795993686016,5,free_agent,complete,1665334531356,2022-10-09,7,KingTowsk,add,TEN,Tennessee Titans,DEF,
2022,884880795993686016,5,free_agent,complete,1665334531356,2022-10-09,7,KingTowsk,drop,7608,Khalil Herbert,RB,
2022,884654161768185856,5,waiver,complete,1665280497546,2022-10-08,9,brockhusk,add,8259,Cameron Dicker,K,1
2022,884654161768185856,5,waiver,complete,1665280497546,2022-10-08,9,brockhusk,drop,4227,Harrison Butker,K,
2022,884506202938433536,5,waiver,complete,1665245221412,2022-10-08,8,TylerWicks,add,5086,Marquez Valdes-Scantling,WR,1
2022,883907662801620992,5,waiver,complete,1665102518323,2022-10-06,2,Erjohnson14,add,5987,Alexander Mattison,RB,5
2022,883893090065604608,5,free_agent,complete,1665099043912,2022-10-06,9,brockhusk,drop,5906,Dawson Knox,TE,
2022,883816838876889088,5,trade,complete,1665080864212,2022-10-06,9,brockhusk,add,4033,David Njoku,TE,
2022,883816838876889088,5,trade,complete,1665080864212,2022-10-06,2,Erjohnson14,add,5937,Diontae Johnson,WR,
2022,883816838876889088,5,trade,complete,1665080864212,2022-10-06,9,brockhusk,add,6943,Gabe Davis,WR,
2022,883816838876889088,5,trade,complete,1665080864212,2022-10-06,2,Erjohnson14,drop,4033,David Njoku,TE,
2022,883816838876889088,5,trade,complete,1665080864212,2022-10-06,9,brockhusk,drop,5937,Diontae Johnson,WR,
2022,883816838876889088,5,trade,complete,1665080864212,2022-10-06,2,Erjohnson14,drop,6943,Gabe Davis,WR,
2022,883499778275790848,5,waiver,complete,1665005271074,2022-10-05,10,cc5597,add,5133,Tyler Conklin,TE,1
2022,883499778275790848,5,waiver,complete,1665005271074,2022-10-05,10,cc5597,drop,947,Julio Jones,WR,
2022,883428105728135168,5,waiver,complete,1664988183007,2022-10-05,9,brockhusk,add,4227,Harrison Butker,K,2
2022,883428105728135168,5,waiver,complete,1664988183007,2022-10-05,9,brockhusk,drop,17,Matt Prater,K,
2022,883421642330824704,5,waiver,complete,1664986642013,2022-10-05,3,MaxSirianni,add,8132,Tyler Allgeier,RB,5
2022,883421642330824704,5,waiver,complete,1664986642013,2022-10-05,3,MaxSirianni,drop,5987,Alexander Mattison,RB,
2022,883371967015899136,5,waiver,failed,1664974798495,2022-10-05,6,JSanDusky69,add,2749,Raheem Mostert,RB,1
2022,883371907372789760,5,waiver,failed,1664974784275,2022-10-05,6,JSanDusky69,add,2152,Teddy Bridgewater,QB,1
2022,883371593659912192,5,waiver,complete,1664974709480,2022-10-05,6,JSanDusky69,add,1352,Robert Woods,WR,1
2022,888182846014070784,6,waiver,failed,1666121801430,2022-10-18,10,cc5597,add,4958,Brett Maher,K,0
2022,888182846014070784,6,waiver,failed,1666121801430,2022-10-18,10,cc5597,drop,7042,Tyler Bass,K,
2022,888180133024952320,6,waiver,complete,1666121154603,2022-10-18,7,KingTowsk,add,8157,Bailey Zappe,QB,0
2022,888180133024952320,6,waiver,complete,1666121154603,2022-10-18,7,KingTowsk,drop,3161,Carson Wentz,QB,
2022,888179824462790656,6,waiver,failed,1666121081036,2022-10-18,7,KingTowsk,add,2307,Marcus Mariota,QB,19
2022,888179824462790656,6,waiver,failed,1666121081036,2022-10-18,7,KingTowsk,drop,3161,Carson Wentz,QB,
2022,888178054592245760,6,waiver,failed,1666120659066,2022-10-18,7,KingTowsk,add,KC,Kansas City Chiefs,DEF,0
2022,888178054592245760,6,waiver,failed,1666120659066,2022-10-18,7,KingTowsk,drop,6951,Eno Benjamin,RB,
2022,888177998115811328,6,waiver,failed,1666120645601,2022-10-18,7,KingTowsk,add,LV,Las Vegas Raiders,DEF,0
2022,888177998115811328,6,waiver,failed,1666120645601,2022-10-18,7,KingTowsk,drop,6951,Eno Benjamin,RB,
2022,888177953387798528,6,waiver,failed,1666120634937,2022-10-18,7,KingTowsk,add,CIN,Cincinnati Bengals,DEF,0
2022,888177953387798528,6,waiver,failed,1666120634937,2022-10-18,7,KingTowsk,drop,6951,Eno Benjamin,RB,
2022,888177896554975232,6,waiver,failed,1666120621387,2022-10-18,7,KingTowsk,add,TEN,Tennessee Titans,DEF,0
2022,888177896554975232,6,waiver,failed,1666120621387,2022-10-18,7,KingTowsk,drop,6951,Eno Benjamin,RB,
2022,888177836949839872,6,waiver,complete,1666120607176,2022-10-18,7,KingTowsk,add,NYJ,New York Jets,DEF,0
2022,888177836949839872,6,waiver,complete,1666120607176,2022-10-18,7,KingTowsk,drop,6951,Eno Benjamin,RB,
2022,888177778070261760,6,waiver,failed,1666120593138,2022-10-18,7,KingTowsk,add,MIA,Miami Dolphins,DEF,0
2022,888177778070261760,6,waiver,failed,1666120593138,2022-10-18,7,KingTowsk,drop,6951,Eno Benjamin,RB,
2022,888177409936113664,6,waiver,failed,1666120505368,2022-10-18,7,KingTowsk,add,DEN,Denver Broncos,DEF,0
2022,888177409936113664,6,waiver,failed,1666120505368,2022-10-18,7,KingTowsk,drop,6951,Eno Benjamin,RB,
2022,888177160639184896,6,waiver,failed,1666120445931,2022-10-18,7,KingTowsk,add,NE,New England Patriots,DEF,3
